,name,github_id,category,description,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,release_count,contributor_count,projectrank,show,updated_github_id,pypi_id,conda_id,labels,dependent_project_count,github_dependent_project_count,pypi_url,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,projectrank_placing,pypi_latest_release_published_at,pypi_dependent_project_count,github_release_downloads,dockerhub_id,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,npm_id,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,trending,cargo_id,cargo_url,cargo_monthly_downloads,cargo_total_downloads,conda_forge
129,hacking,openstack/hacking,linters,OpenStack Hacking Style Checks. Mirror of code maintained at opendev.org.,,https://github.com/openstack/hacking,https://github.com/openstack/hacking,Apache-2.0,2013-03-26 21:09:28.000,2023-09-25 06:22:00.000,2023-09-25 06:20:54,1070.0,3.0,66.0,33.0,7.0,,,233.0,2023-04-27 15:17:02.669,6.0.1,40.0,187.0,28,True,,hacking,,['flake8'],4398.0,,https://pypi.org/project/hacking,77413.0,77413.0,,,,2.0,2023-04-27 15:17:02.669,4398.0,,,,,,,,,,,,,,,,,
130,flake8-isort,gforcada/flake8-isort,linters,flake8 plugin that integrates isort.,,https://github.com/gforcada/flake8-isort,https://github.com/gforcada/flake8-isort,GPL-2.0,2015-09-12 19:25:34.000,2023-10-31 11:47:31.000,2023-10-11 13:16:31,368.0,15.0,95.0,8.0,94.0,8.0,49.0,154.0,,,13.0,38.0,28,True,,flake8-isort,conda-forge/flake8-isort,['flake8'],24274.0,24274.0,https://pypi.org/project/flake8-isort,1086967.0,1088307.0,https://anaconda.org/conda-forge/flake8-isort,2023-09-16 07:44:02.620,53630.0,2.0,,,,,,,,,,,,,,,,,,,
131,Bpytop,aristocratos/bpytop,profiling,Linux/OSX/FreeBSD resource monitor.,,https://github.com/aristocratos/bpytop,https://github.com/aristocratos/bpytop,Apache-2.0,2020-07-01 17:41:25.000,2023-10-16 00:20:48.000,2022-03-06 14:20:17,408.0,,382.0,154.0,71.0,75.0,228.0,9605.0,,,8.0,35.0,27,False,,bpytop,conda-forge/bpytop,,156.0,156.0,https://pypi.org/project/bpytop,6693.0,7139.0,https://anaconda.org/conda-forge/bpytop,2023-06-16 19:24:35.135,14737.0,3.0,,,,,,,,,,,,,,,,,,,
132,coala,coala/coala,linters,"coala provides a unified command-line interface for linting and fixing all your code, regardless of the programming..",,https://github.com/coala/coala,https://github.com/coala/coala,AGPL-3.0,2014-05-15 11:35:34.000,2022-07-03 04:03:12.000,2021-06-11 17:11:55,4487.0,,1295.0,102.0,3152.0,658.0,2373.0,3496.0,2017-05-22 15:58:37.000,0.11.0,17.0,483.0,27,False,,coala-bears,,,12.0,12.0,https://pypi.org/project/coala-bears,2492.0,2493.0,,,,2.0,,,176.0,,,,,,,,,,,,,,,,
133,notifiers,liiight/notifiers,logging,The easy way to send notifications.,,https://github.com/liiight/notifiers,https://github.com/liiight/notifiers,MIT,2017-06-01 10:20:18.000,2023-10-30 17:34:27.000,2022-07-14 07:40:12,517.0,,99.0,31.0,361.0,33.0,67.0,2532.0,2021-08-23 20:42:56.000,1.3.0,6.0,19.0,27,False,,notifiers,conda-forge/notifiers,,1092.0,1092.0,https://pypi.org/project/notifiers,401163.0,402164.0,https://anaconda.org/conda-forge/notifiers,2023-06-16 19:23:52.875,35053.0,3.0,,,,,,,,,,,,,,,,,,,
134,pytest-testinfra,pytest-dev/pytest-testinfra,testing,Testinfra test your infrastructures.,,https://github.com/pytest-dev/pytest-testinfra,https://github.com/pytest-dev/pytest-testinfra,Apache-2.0,2015-03-15 20:49:52.000,2023-10-29 14:06:51.000,2023-08-28 11:47:24,763.0,10.0,330.0,81.0,409.0,121.0,213.0,2258.0,2023-08-24 21:56:12.000,9.0.0,13.0,133.0,27,True,,pytest-testinfra,conda-forge/pytest-testinfra,['pytest'],,,https://pypi.org/project/pytest-testinfra,429796.0,430209.0,https://anaconda.org/conda-forge/pytest-testinfra,2023-08-25 02:18:30.063,14067.0,3.0,,,,,,,,,,,,,,,,,,,
135,safety,pyupio/safety,security,Safety checks Python dependencies for known security vulnerabilities and suggests the proper remediations for..,,https://github.com/pyupio/safety,https://github.com/pyupio/safety,MIT,2016-10-19 13:22:56.000,2023-08-10 16:18:37.000,2023-05-29 16:30:35,590.0,,131.0,32.0,306.0,62.0,118.0,1555.0,2022-12-08 19:10:01.428,2.3.5,55.0,41.0,27,True,,safety,conda-forge/safety,,449.0,29.0,https://pypi.org/project/safety,1083844.0,1094833.0,https://anaconda.org/conda-forge/safety,2023-06-16 16:15:06.955,84299.0,3.0,2022-10-04 21:08:20.401,420.0,414874.0,,,,,,,,,,,,,,,,
136,pytest-testmon,tarpas/pytest-testmon,testing,Selects tests affected by changed files. Executes the right tests first. Continuous test runner when used with pytest-..,,https://github.com/tarpas/pytest-testmon,https://github.com/tarpas/pytest-testmon,MIT,2015-02-02 14:21:10.000,2023-11-02 12:18:19.000,2023-11-02 12:18:13,371.0,5.0,48.0,17.0,78.0,29.0,120.0,727.0,2023-11-02 12:09:00.000,2.0.14,48.0,24.0,27,True,,pytest-testmon,conda-forge/pytest-testmon,['pytest'],1172.0,1172.0,https://pypi.org/project/pytest-testmon,159799.0,160385.0,https://anaconda.org/conda-forge/pytest-testmon,2023-06-16 16:09:13.484,40480.0,3.0,,,,,,,,,,,,,,,,,,,
137,breathe,michaeljones/breathe,documentation,ReStructuredText and Sphinx bridge to Doxygen.,,https://github.com/breathe-doc/breathe,https://github.com/breathe-doc/breathe,,2009-02-03 18:52:25.000,2023-11-01 16:12:44.000,2023-10-24 08:23:51,1761.0,2.0,184.0,19.0,365.0,175.0,399.0,701.0,2023-03-31 19:07:42.000,4.35.0,42.0,107.0,27,False,breathe-doc/breathe,breathe,conda-forge/breathe,,11263.0,11263.0,https://pypi.org/project/breathe,326914.0,339562.0,https://anaconda.org/conda-forge/breathe,2023-07-04 04:52:22.769,517895.0,3.0,,,550.0,,,,,,,,,,,,,,,,
138,pytest-randomly,pytest-dev/pytest-randomly,testing,Pytest plugin to randomly order tests and control random.seed.,,https://github.com/pytest-dev/pytest-randomly,https://github.com/pytest-dev/pytest-randomly,MIT,2016-04-08 15:48:10.000,2023-10-30 22:19:29.000,2023-10-30 22:19:28,599.0,27.0,28.0,5.0,526.0,6.0,54.0,541.0,,,8.0,20.0,27,True,,pytest-randomly,conda-forge/pytest-randomly,,7414.0,7414.0,https://pypi.org/project/pytest-randomly,1153323.0,1159905.0,https://anaconda.org/conda-forge/pytest-randomly,2023-08-15 20:36:31.270,164558.0,3.0,,,,,,,,,,,,,,6.0,,,,,
139,python-coloredlogs,xolox/python-coloredlogs,logging,Colored terminal output for Pythons logging module.,,https://github.com/xolox/python-coloredlogs,https://github.com/xolox/python-coloredlogs,MIT,2013-05-30 18:57:12.000,2023-06-16 13:23:46.924,2021-06-11 10:22:09,273.0,,40.0,10.0,36.0,29.0,52.0,515.0,,,7.0,15.0,27,False,,coloredlogs,anaconda/coloredlogs,,29988.0,29988.0,https://pypi.org/project/coloredlogs,11321314.0,11321473.0,https://anaconda.org/anaconda/coloredlogs,2023-06-16 13:23:46.924,11795.0,3.0,,,,,,,,,,,,,,,,,,,
140,darglint,terrencepreilly/darglint,linters,A python documentation linter which checks that the docstring description matches the definition.,,https://github.com/terrencepreilly/darglint,https://github.com/terrencepreilly/darglint,MIT,2017-09-25 14:11:21.000,2023-06-16 16:17:00.951,2021-10-18 03:34:23,504.0,,42.0,7.0,61.0,56.0,95.0,481.0,,,18.0,22.0,27,False,,darglint,conda-forge/darglint,,19732.0,19732.0,https://pypi.org/project/darglint,441453.0,443041.0,https://anaconda.org/conda-forge/darglint,2023-06-16 16:17:00.951,79401.0,2.0,,,,,,,,,,,,,,,,,,,
141,docformatter,myint/docformatter,formatters,Formats docstrings to follow PEP 257.,,https://github.com/PyCQA/docformatter,https://github.com/PyCQA/docformatter,MIT,2012-05-26 21:40:48.000,2023-10-15 16:08:39.000,2023-10-15 16:08:38,586.0,6.0,57.0,9.0,122.0,18.0,128.0,464.0,2023-07-12 01:47:02.331,1.7.5,62.0,30.0,27,True,PyCQA/docformatter,docformatter,conda-forge/docformatter,,3327.0,3178.0,https://pypi.org/project/docformatter,399339.0,402013.0,https://anaconda.org/conda-forge/docformatter,2023-07-18 03:59:16.364,101599.0,3.0,2023-07-12 01:47:02.331,149.0,11.0,,,,,,,,,,,,,,,,
142,gast,serge-sans-paille/gast,ast,Python AST that abstracts the underlying Python version.,,https://github.com/serge-sans-paille/gast,https://github.com/serge-sans-paille/gast,BSD-3-Clause,2016-07-18 10:39:07.000,2023-07-03 07:21:35.215,2023-04-29 19:35:43,97.0,,30.0,12.0,45.0,3.0,30.0,128.0,2023-04-29 19:44:01.995,0.5.4,21.0,10.0,27,True,,gast,conda-forge/gast,,136618.0,134662.0,https://pypi.org/project/gast,13070666.0,13134972.0,https://anaconda.org/conda-forge/gast,2023-07-03 07:21:35.215,2507950.0,3.0,2023-04-29 19:44:01.995,1956.0,,,,,,,,,,,,,,,,,
143,icecream,gruns/icecream,debugging,Never use print() to debug again.,,https://github.com/gruns/icecream,https://github.com/gruns/icecream,MIT,2018-02-13 18:56:12.000,2023-10-28 18:43:33.000,2022-12-04 22:09:17,262.0,,156.0,49.0,49.0,43.0,71.0,7730.0,2022-07-21 09:17:39.000,2.1.3,7.0,21.0,26,True,,icecream,conda-forge/icecream,,21.0,21.0,https://pypi.org/project/icecream,300156.0,301019.0,https://anaconda.org/conda-forge/icecream,2023-06-16 19:25:30.341,26779.0,3.0,,,,,,,,,,,,,,,,,,,
144,PyOxidizer,indygreg/PyOxidizer,packaging,A modern Python application packaging and distribution tool.,,https://github.com/indygreg/PyOxidizer,https://github.com/indygreg/PyOxidizer,MPL-2.0,2018-12-18 23:32:13.000,2023-09-19 13:54:33.000,2023-01-21 22:38:30,6697.0,,204.0,60.0,128.0,307.0,234.0,4925.0,2022-12-30 01:38:05.000,pyoxidizer/0.24.0,22.0,54.0,26,True,,pyoxidizer,,,149.0,149.0,https://pypi.org/project/pyoxidizer,3822.0,4082.0,,,,3.0,,,11973.0,,,,,,,,,,,,,,,,
145,MonkeyType,Instagram/MonkeyType,refactoring,A Python library that generates static type annotations by collecting runtime types.,,https://github.com/Instagram/MonkeyType,https://github.com/Instagram/MonkeyType,BSD-3-Clause,2017-07-11 00:19:00.000,2023-10-17 20:25:49.000,2023-09-21 19:22:19,335.0,4.0,160.0,54.0,134.0,40.0,135.0,4387.0,2023-03-20 14:10:04.829,23.3.0,23.0,47.0,26,True,,monkeytype,conda-forge/monkeytype,,26.0,,https://pypi.org/project/monkeytype,62887.0,63676.0,https://anaconda.org/conda-forge/monkeytype,2023-06-16 16:09:34.593,55288.0,2.0,2022-02-18 23:46:48.000,26.0,,,,,,,,,,,,,,,,,
146,pytype,google/pytype,type-checkers,A static type analyzer for Python code.,,https://github.com/google/pytype,https://github.com/google/pytype,,2015-03-18 20:52:08.000,2023-10-31 21:06:35.000,2023-10-31 19:09:05,6345.0,237.0,259.0,57.0,869.0,139.0,514.0,4385.0,,,75.0,100.0,26,False,,pytype,conda-forge/pytype,,,,https://pypi.org/project/pytype,374107.0,378454.0,https://anaconda.org/conda-forge/pytype,2023-09-12 03:57:47.405,178262.0,3.0,,,,,,,,,,,,,,-7.0,,,,,
147,beartype,beartype/beartype,linters,Unbearably fast near-real-time hybrid runtime-static type-checking in pure Python.,,https://github.com/beartype/beartype,https://github.com/beartype/beartype,MIT,2020-04-03 06:06:22.000,2023-11-02 06:51:07.000,2023-11-02 05:35:00,1062.0,70.0,38.0,12.0,41.0,49.0,180.0,2097.0,2023-10-21 04:52:32.000,0.16.4,32.0,17.0,26,True,,beartype,conda-forge/beartype,,,,https://pypi.org/project/beartype,1286704.0,1288429.0,https://anaconda.org/conda-forge/beartype,2023-09-23 05:39:58.894,70742.0,3.0,,,,,,,,,,,,,,,,,,,
148,uiautomator,xiaocong/uiautomator,testing,Python wrapper of Android uiautomator test tool.,,https://github.com/xiaocong/uiautomator,https://github.com/xiaocong/uiautomator,MIT,2013-08-18 03:38:50.000,2023-02-28 00:25:02.000,2020-11-16 01:36:32,316.0,,636.0,156.0,35.0,183.0,119.0,1957.0,2020-11-16 03:43:07.000,1.0.2,41.0,13.0,26,False,,uiautomator,,,322.0,254.0,https://pypi.org/project/uiautomator,24170.0,24170.0,,,,3.0,2020-11-16 03:43:07.000,68.0,,,,,,,,,,,,,,,,,
149,pybuilder,pybuilder/pybuilder,build-tools,Software build automation tool for Python.,,https://github.com/pybuilder/pybuilder,https://github.com/pybuilder/pybuilder,Apache-2.0,2012-07-23 11:38:06.000,2023-10-05 20:40:10.000,2023-07-10 03:17:08,1424.0,,237.0,92.0,385.0,88.0,422.0,1592.0,2023-07-10 03:25:42.000,0.13.10,11.0,39.0,26,True,,pybuilder,conda-forge/pybuilder,,,,https://pypi.org/project/pybuilder,27638.0,30069.0,https://anaconda.org/conda-forge/pybuilder,2023-09-26 20:19:01.834,58349.0,3.0,,,,,,,,,,,,,,,,,,,
150,pytest-sugar,Teemu/pytest-sugar,testing,"a plugin for py.test that changes the default look and feel of py.test (e.g. progressbar, show tests that fail..",,https://github.com/Teemu/pytest-sugar,https://github.com/Teemu/pytest-sugar,,2013-06-25 21:09:27.000,2023-08-12 17:17:17.000,2023-08-08 07:31:15,426.0,1.0,71.0,18.0,161.0,23.0,91.0,1145.0,2023-04-10 11:18:29.000,0.9.7,8.0,50.0,26,False,,pytest-sugar,conda-forge/pytest-sugar,['pytest'],23312.0,23312.0,https://pypi.org/project/pytest-sugar,1026300.0,1032088.0,https://anaconda.org/conda-forge/pytest-sugar,2023-07-02 12:36:24.393,219922.0,3.0,,,7.0,,,,,,,,,,,,,,,,
151,pdoc3,pdoc3/pdoc,documentation,Auto-generate API documentation for Python projects.,,https://github.com/pdoc3/pdoc,https://github.com/pdoc3/pdoc,AGPL-3.0,2019-01-02 02:32:40.000,2023-08-24 02:21:44.000,2022-12-21 03:55:00,575.0,,139.0,9.0,116.0,123.0,203.0,1018.0,2021-08-03 14:51:19.000,0.10.0,34.0,58.0,26,True,,pdoc3,anaconda/pdoc3,,3880.0,3662.0,https://pypi.org/project/pdoc3,185176.0,185212.0,https://anaconda.org/anaconda/pdoc3,2023-06-16 16:19:13.966,1732.0,3.0,2021-08-03 14:51:19.000,218.0,,,,,,,,,,,,,,,,,
152,green,CleanCut/green,testing,"Green is a clean, colorful, fast python test runner.",,https://github.com/CleanCut/green,https://github.com/CleanCut/green,MIT,2014-04-01 20:08:18.000,2023-09-28 06:00:07.530,2023-05-18 17:02:25,1091.0,,80.0,25.0,77.0,6.0,173.0,776.0,2022-09-21 00:00:55.818,3.4.3,145.0,39.0,26,True,,green,conda-forge/green,,237.0,,https://pypi.org/project/green,14112.0,17396.0,https://anaconda.org/conda-forge/green,2023-09-28 06:00:07.530,131394.0,3.0,2022-09-21 00:00:55.818,237.0,,,,,,,,,,,,,,,,,
153,blacken-docs,asottile/blacken-docs,documentation,Run `black` on python code blocks in documentation files.,,https://github.com/adamchainz/blacken-docs,https://github.com/adamchainz/blacken-docs,MIT,2018-06-03 02:48:01.000,2023-11-01 15:31:08.000,2023-10-30 22:19:19,377.0,32.0,40.0,8.0,228.0,11.0,63.0,568.0,2023-08-16 08:58:38.000,1.16.0,26.0,19.0,26,True,adamchainz/blacken-docs,blacken-docs,conda-forge/blacken-docs,,798.0,764.0,https://pypi.org/project/blacken-docs,162996.0,163802.0,https://anaconda.org/conda-forge/blacken-docs,2023-08-16 10:40:14.275,32241.0,3.0,2023-08-16 08:58:38.000,34.0,,,,,,,,,,,,,,,,,
154,nitpick,andreoliwa/nitpick,linters,Enforce the same settings on multiple projects.,,https://github.com/andreoliwa/nitpick,https://github.com/andreoliwa/nitpick,MIT,2018-03-23 14:25:24.000,2023-10-30 19:34:26.000,2023-10-24 07:17:20,826.0,25.0,21.0,4.0,490.0,48.0,80.0,366.0,2023-08-19 01:46:45.000,0.34.0,52.0,16.0,26,True,,nitpick,,['flake8'],1267.0,1267.0,https://pypi.org/project/nitpick,50340.0,50340.0,,,,3.0,,,5.0,,,,,,,,,,,,,,,,
155,flake8-eradicate,wemake-services/flake8-eradicate,linters,Flake8 plugin to find commented out or dead code.,,https://github.com/wemake-services/flake8-eradicate,https://github.com/wemake-services/flake8-eradicate,MIT,2018-09-21 06:58:51.000,2023-06-01 15:43:14.086,2023-05-31 09:56:43,371.0,,12.0,5.0,256.0,8.0,31.0,304.0,2022-09-20 20:06:30.000,1.4.0,15.0,15.0,26,True,,flake8-eradicate,conda-forge/flake8-eradicate,['flake8'],17510.0,17510.0,https://pypi.org/project/flake8-eradicate,592200.0,592605.0,https://anaconda.org/conda-forge/flake8-eradicate,2023-06-01 15:43:14.086,12558.0,3.0,,,,,,,,,,,,,,,,,,,
156,check-manifest,mgedmin/check-manifest,linters,Tool to check the completeness of MANIFEST.in for Python packages.,,https://github.com/mgedmin/check-manifest,https://github.com/mgedmin/check-manifest,MIT,2013-03-05 15:27:20.000,2023-10-04 13:12:44.000,2023-10-04 13:12:43,568.0,4.0,39.0,6.0,71.0,20.0,76.0,282.0,,,43.0,22.0,26,True,,check-manifest,conda-forge/check-manifest,,12788.0,9621.0,https://pypi.org/project/check-manifest,202813.0,204614.0,https://anaconda.org/conda-forge/check-manifest,2023-06-16 16:12:23.756,106310.0,3.0,2022-12-05 08:17:08.785,3167.0,,,,,,,,,,,,,,,,,
157,flake8-quotes,zheller/flake8-quotes,linters,Flake8 extension for checking quotes in python.,,https://github.com/zheller/flake8-quotes,https://github.com/zheller/flake8-quotes,MIT,2014-03-10 00:05:08.000,2023-06-16 13:20:50.267,2022-12-19 16:44:44,108.0,,34.0,5.0,65.0,6.0,44.0,167.0,,,15.0,32.0,26,True,,flake8-quotes,conda-forge/flake8-quotes,['flake8'],19977.0,19977.0,https://pypi.org/project/flake8-quotes,747216.0,755184.0,https://anaconda.org/conda-forge/flake8-quotes,2023-06-16 13:20:50.267,685269.0,3.0,,,,,,,,,,,,,,,,,,,
158,freezegun,spulec/freezegun,testing,Let your Python tests travel through time.,,https://github.com/spulec/freezegun,https://github.com/spulec/freezegun,Apache-2.0,2012-12-11 05:11:00.000,2023-08-25 00:29:01.000,2023-02-22 05:49:22,592.0,,244.0,33.0,222.0,114.0,178.0,3841.0,,,15.0,109.0,25,True,,freezegun,conda-forge/freezegun,,,,https://pypi.org/project/freezegun,7290301.0,7306560.0,https://anaconda.org/conda-forge/freezegun,2023-06-16 13:17:16.464,1495871.0,3.0,,,,,,,,,,,,,,,,,,,
159,dephell,dephell/dephell,dependency-managers,"Python project management. Manage packages: convert between formats, lock, install, resolve, isolate, test, build..",,https://github.com/dephell/dephell,https://github.com/dephell/dephell,MIT,2018-08-31 17:39:18.000,2021-01-11 21:31:40.000,2021-01-11 21:31:39,2145.0,,118.0,26.0,221.0,107.0,161.0,1757.0,2020-04-28 06:31:17.000,.0.8.3,30.0,37.0,25,False,,dephell,,,838.0,821.0,https://pypi.org/project/dephell,3206.0,3210.0,,,,3.0,2020-04-28 06:31:03.273,17.0,253.0,,,,,,,,,,,,,,,,
160,Diamond,python-diamond/Diamond,profiling,Diamond is a python daemon that collects system metrics and publishes them to Graphite (and others). It is capable of..,,https://github.com/python-diamond/Diamond,https://github.com/python-diamond/Diamond,MIT,2013-10-11 23:32:13.000,2023-11-01 17:50:44.000,2023-11-01 17:50:44,3337.0,2.0,569.0,92.0,534.0,66.0,170.0,1722.0,,,,387.0,25,True,,diamond,,,154.0,154.0,https://pypi.org/project/diamond,7774.0,7774.0,,,,3.0,,,,,,,,,,,,,,,,,,,
161,Bowler,facebookincubator/Bowler,refactoring,Safe code refactoring for modern Python.,,https://github.com/facebookincubator/Bowler,https://github.com/facebookincubator/Bowler,MIT,2018-06-07 21:44:17.000,2023-09-26 20:28:23.000,2023-01-20 18:08:14,186.0,,96.0,33.0,76.0,44.0,34.0,1492.0,2020-09-17 01:55:39.000,0.9.0,8.0,27.0,25,True,,bowler,conda-forge/bowler,,13.0,,https://pypi.org/project/bowler,82248.0,82543.0,https://anaconda.org/conda-forge/bowler,2023-06-16 16:11:48.791,17753.0,2.0,2020-09-17 01:55:39.000,13.0,,,,,,,,,,,,,,,,,
162,pylama,klen/pylama,linters,Code audit tool for python.,,https://github.com/klen/pylama,https://github.com/klen/pylama,MIT,2012-08-17 10:10:10.000,2023-10-26 13:50:09.000,2022-08-08 11:25:05,700.0,,96.0,20.0,98.0,51.0,95.0,1027.0,,,,46.0,25,False,,pylama,,,6110.0,6110.0,https://pypi.org/project/pylama,191358.0,191358.0,,,,3.0,,,,,,,,,,,,,,,,,,,
163,pytest-watch,joeyespo/pytest-watch,testing,Local continuous test runner with pytest and watchdog.,,https://github.com/joeyespo/pytest-watch,https://github.com/joeyespo/pytest-watch,MIT,2015-01-12 02:08:20.000,2023-09-28 21:11:23.665,2019-06-15 20:36:43,183.0,,55.0,12.0,49.0,40.0,44.0,709.0,,,1.0,16.0,25,False,,pytest-watch,conda-forge/pytest-watch,['pytest'],8750.0,8750.0,https://pypi.org/project/pytest-watch,483611.0,486105.0,https://anaconda.org/conda-forge/pytest-watch,2023-09-28 21:11:23.665,94800.0,3.0,,,,,,,,,,,,,,,,,,,
164,redbaron,pycqa/redbaron,refactoring,Bottom-up approach to refactoring in python.,,https://github.com/PyCQA/redbaron,https://github.com/PyCQA/redbaron,LGPL-3.0+,2014-03-23 05:34:39.000,2022-01-29 21:54:37.000,2021-12-09 03:12:36,1672.0,,74.0,28.0,106.0,80.0,48.0,677.0,2019-03-17 19:03:54.000,0.9.2,15.0,34.0,25,False,,redbaron,,,731.0,599.0,https://pypi.org/project/redbaron,60510.0,60510.0,,,,2.0,2019-03-17 18:59:01.000,132.0,,,,,,,,,,,,,,,,,
165,Mamba Test Runner,nestorsalceda/mamba,testing,The definitive testing tool for Python. Born under the banner of Behavior Driven Development (BDD).,,https://github.com/nestorsalceda/mamba,https://github.com/nestorsalceda/mamba,MIT,2013-03-12 18:53:42.000,2023-10-05 13:48:57.000,2020-11-16 12:31:58,468.0,,63.0,24.0,86.0,28.0,52.0,508.0,2020-11-16 12:36:24.000,0.11.2,7.0,23.0,25,False,,mamba,,,859.0,859.0,https://pypi.org/project/mamba,7380.0,7380.0,,,,3.0,,,,,,,,,,,,,,,,,,,
166,pytest-lazy-fixture,tvorog/pytest-lazy-fixture,testing,It helps to use fixtures in pytest.mark.parametrize.,,https://github.com/TvoroG/pytest-lazy-fixture,https://github.com/TvoroG/pytest-lazy-fixture,MIT,2016-09-29 23:52:48.000,2023-10-02 21:31:31.000,2022-01-27 10:32:34,98.0,,24.0,8.0,23.0,19.0,21.0,348.0,2019-10-13 14:06:01.000,0.6.0,11.0,9.0,25,False,,pytest-lazy-fixture,conda-forge/pytest-lazy-fixture,['pytest'],2098.0,2098.0,https://pypi.org/project/pytest-lazy-fixture,556727.0,563677.0,https://anaconda.org/conda-forge/pytest-lazy-fixture,2023-06-16 13:24:44.425,549122.0,3.0,,,,,,,,,,,,,,,,,,,
167,py2app,ronaldoussoren/py2app,packaging,py2app is a Python setuptools command which will allow you to make standalone Mac OS X application bundles and plugins..,,https://github.com/ronaldoussoren/py2app,https://github.com/ronaldoussoren/py2app,,2020-01-14 11:27:41.000,2023-10-30 16:44:38.000,2023-04-16 08:34:06,854.0,,30.0,14.0,30.0,177.0,307.0,279.0,2022-12-28 12:12:07.000,0.28.5,7.0,31.0,25,False,,py2app,,,4568.0,4568.0,https://pypi.org/project/py2app,22669.0,22669.0,,,,3.0,,,,,,,,,,,,,,,,,,,
168,flake8-import-order,PyCQA/flake8-import-order,linters,Flake8 plugin that checks import order against various Python Style Guides.,,https://github.com/PyCQA/flake8-import-order,https://github.com/PyCQA/flake8-import-order,LGPL-3.0,2014-03-16 12:46:09.000,2023-09-13 20:26:49.000,2023-09-13 20:26:49,293.0,1.0,71.0,10.0,101.0,12.0,90.0,276.0,2022-11-26 20:15:35.517,0.18.2,35.0,46.0,25,True,,flake8-import-order,conda-forge/flake8-import-order,['flake8'],1255.0,,https://pypi.org/project/flake8-import-order,475730.0,478613.0,https://anaconda.org/conda-forge/flake8-import-order,2023-06-16 13:24:07.930,242207.0,3.0,2022-11-26 20:15:35.517,1255.0,,,,,,,,,,,,,,,,,
169,astunparse,simonpercivall/astunparse,ast,An AST unparser for Python.,,https://github.com/simonpercivall/astunparse,https://github.com/simonpercivall/astunparse,,2014-03-31 15:34:54.000,2023-08-18 23:41:57.000,2019-12-22 18:11:19,86.0,,50.0,9.0,37.0,12.0,22.0,209.0,,,4.0,10.0,25,False,,astunparse,conda-forge/astunparse,,89755.0,89755.0,https://pypi.org/project/astunparse,8919509.0,8945305.0,https://anaconda.org/conda-forge/astunparse,2023-06-16 13:24:50.388,1986325.0,3.0,,,,,,,,,,,,,,,,,,,
170,data-science-types,predictive-analytics-lab/data-science-types,linters,"Mypy stubs, i.e., type information, for numpy, pandas and matplotlib.",,https://github.com/wearepal/data-science-types,https://github.com/wearepal/data-science-types,Apache-2.0,2019-09-20 11:45:49.000,2023-06-16 19:24:01.290,2021-02-16 17:29:00,446.0,,51.0,10.0,171.0,33.0,23.0,198.0,2021-02-16 16:47:31.000,0.2.23,26.0,44.0,25,False,wearepal/data-science-types,data-science-types,conda-forge/data-science-types,,1091.0,1091.0,https://pypi.org/project/data-science-types,61497.0,61772.0,https://anaconda.org/conda-forge/data-science-types,2023-06-16 19:24:01.290,9637.0,3.0,,,,,,,,,,,,,,,,,,,
171,flake8-builtins,gforcada/flake8-builtins,linters,Check for python builtins being used as variables or parameters.,,https://github.com/gforcada/flake8-builtins,https://github.com/gforcada/flake8-builtins,GPL-2.0,2016-03-02 00:26:51.000,2023-11-02 08:54:31.000,2023-11-02 08:54:31,320.0,35.0,22.0,4.0,72.0,,45.0,105.0,,,19.0,18.0,25,True,,flake8-builtins,conda-forge/flake8-builtins,['flake8'],9753.0,9753.0,https://pypi.org/project/flake8-builtins,609333.0,612045.0,https://anaconda.org/conda-forge/flake8-builtins,2023-06-16 13:23:26.276,227869.0,3.0,,,,,,,,,,,,,,,,,,,
172,shiv,linkedin/shiv,packaging,"shiv is a command line utility for building fully self contained Python zipapps as outlined in PEP 441, but with all..",,https://github.com/linkedin/shiv,https://github.com/linkedin/shiv,BSD-2-Clause,2018-03-13 18:46:23.000,2023-10-20 14:34:56.000,2023-09-07 16:41:57,207.0,2.0,89.0,28.0,119.0,43.0,77.0,1632.0,2023-09-07 16:49:17.000,1.0.4,61.0,39.0,24,True,,shiv,,,13.0,,https://pypi.org/project/shiv,28445.0,28456.0,,,,3.0,2023-09-07 16:47:11.000,13.0,605.0,,,,,,,,,,,,,,,,
173,stackprinter,cknd/stackprinter,logging,Debugging-friendly exceptions for Python.,,https://github.com/cknd/stackprinter,https://github.com/cknd/stackprinter,MIT,2018-09-05 10:58:47.000,2023-08-31 12:24:27.000,2023-02-20 18:24:13,204.0,,35.0,8.0,35.0,9.0,21.0,1253.0,2022-11-24 20:30:35.533,0.2.10,19.0,7.0,24,True,,stackprinter,conda-forge/stackprinter,,336.0,308.0,https://pypi.org/project/stackprinter,264736.0,264895.0,https://anaconda.org/conda-forge/stackprinter,2023-06-16 16:15:48.838,8459.0,3.0,2022-11-24 20:30:35.533,28.0,,,,,,,,,,,,,,,,,
