,name,github_id,category,description,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,release_count,contributor_count,projectrank,show,updated_github_id,open_issue_count,pypi_id,conda_id,labels,github_release_downloads,monthly_downloads,dependent_project_count,github_dependent_project_count,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,projectrank_placing,dockerhub_id,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,npm_id,npm_url,npm_monthly_downloads,trending,cargo_id,cargo_url,cargo_latest_release_published_at,cargo_dependent_project_count,cargo_monthly_downloads,cargo_total_downloads,conda_forge
128,pybuilder,pybuilder/pybuilder,build-tools,Software build automation tool for Python.,,https://github.com/pybuilder/pybuilder,https://github.com/pybuilder/pybuilder,Apache-2.0,2012-07-23 11:38:06.000,2024-02-14 23:16:54.140000,2024-02-14 21:07:00,1426.0,2.0,255.0,91.0,388.0,424.0,1618.0,2024-02-14 21:17:09.000,0.13.11,676.0,39.0,28,True,,100.0,pybuilder,conda-forge/pybuilder,,,34636.0,60.0,,https://pypi.org/project/pybuilder,2024-02-14 21:17:09.000,60.0,32279.0,https://anaconda.org/conda-forge/pybuilder,2024-02-14 23:16:54.140,63658.0,3.0,,,,,,,,,,,,,,,,
129,safety,pyupio/safety,security,Safety checks Python dependencies for known security vulnerabilities and suggests the proper remediations for..,,https://github.com/pyupio/safety,https://github.com/pyupio/safety,MIT,2016-10-19 13:22:56.000,2024-02-17 12:43:33.000000,2024-01-20 01:21:27,603.0,12.0,133.0,33.0,313.0,123.0,1599.0,2024-01-20 03:14:55.000,3.0.1,20.0,41.0,28,True,,64.0,safety,conda-forge/safety,,480051.0,1391365.0,31.0,31.0,https://pypi.org/project/safety,,,1378790.0,https://anaconda.org/conda-forge/safety,2024-02-02 00:53:23.094,89772.0,3.0,,,,,,,,,,,,,,,,
130,astor,berkerpeksag/astor,ast,Python AST read/write.,,https://github.com/berkerpeksag/astor,https://github.com/berkerpeksag/astor,BSD-3-Clause,2012-09-19 23:02:51.000,2024-01-11 17:49:41.000000,2024-01-11 17:49:41,266.0,1.0,98.0,24.0,110.0,79.0,764.0,2019-12-10 01:50:33.000,0.8.1,14.0,34.0,28,True,,40.0,astor,conda-forge/astor,,,5672207.0,2223.0,,https://pypi.org/project/astor,2019-12-10 01:50:33.000,2223.0,5644560.0,https://anaconda.org/conda-forge/astor,2023-06-16 13:23:08.435,2267091.0,2.0,,,,,,,,,,,,,,,,
131,PyHamcrest,hamcrest/PyHamcrest,testing,Hamcrest matchers for Python.,,https://github.com/hamcrest/PyHamcrest,https://github.com/hamcrest/PyHamcrest,,2010-12-24 02:55:56.000,2024-02-13 00:59:00.000000,2024-01-18 10:45:13,649.0,4.0,105.0,25.0,162.0,65.0,736.0,2023-10-22 15:51:05.000,V2.1.0,10.0,43.0,28,False,,17.0,pyhamcrest,conda-forge/pyhamcrest,,,1502506.0,36930.0,36930.0,https://pypi.org/project/pyhamcrest,,,1497349.0,https://anaconda.org/conda-forge/pyhamcrest,2023-06-16 13:17:20.732,479661.0,3.0,,,,,,,,,,,,,,,,
132,breathe,michaeljones/breathe,documentation,ReStructuredText and Sphinx bridge to Doxygen.,,https://github.com/breathe-doc/breathe,https://github.com/breathe-doc/breathe,,2009-02-03 18:52:25.000,2024-02-16 05:56:51.000000,2023-10-24 08:23:51,1761.0,,188.0,20.0,370.0,399.0,716.0,2023-03-31 19:07:42.000,4.35.0,42.0,107.0,28,False,breathe-doc/breathe,177.0,breathe,conda-forge/breathe,,584.0,342465.0,12460.0,12460.0,https://pypi.org/project/breathe,,,330354.0,https://anaconda.org/conda-forge/breathe,2023-07-04 04:52:22.769,532164.0,3.0,,,,,,,,,,,,,,,,
133,pytest-randomly,pytest-dev/pytest-randomly,testing,Pytest plugin to randomly order tests and control random.seed.,,https://github.com/pytest-dev/pytest-randomly,https://github.com/pytest-dev/pytest-randomly,MIT,2016-04-08 15:48:10.000,2024-02-20 06:56:56.000000,2024-02-20 06:56:55,614.0,12.0,31.0,5.0,544.0,54.0,573.0,2023-08-15 18:04:57.000,3.15.0,33.0,20.0,28,True,,7.0,pytest-randomly,conda-forge/pytest-randomly,,,2772604.0,8253.0,7949.0,https://pypi.org/project/pytest-randomly,2023-08-15 18:04:57.000,304.0,2766287.0,https://anaconda.org/conda-forge/pytest-randomly,2023-08-15 20:36:31.270,176883.0,3.0,,,,,,,,,,,,,,,,
134,pep8-naming,PyCQA/pep8-naming,linters,Naming Convention checker for Python.,,https://github.com/PyCQA/pep8-naming,https://github.com/PyCQA/pep8-naming,Saxpath,2013-02-09 18:32:52.000,2023-11-07 04:28:34.000000,2023-11-07 04:28:34,266.0,,157.0,16.0,130.0,79.0,482.0,2022-12-19 20:46:55.580,0.13.3,27.0,36.0,28,False,,18.0,pep8-naming,conda-forge/pep8-naming,,,1799543.0,53924.0,52017.0,https://pypi.org/project/pep8-naming,2022-12-19 20:46:55.580,1907.0,1795753.0,https://anaconda.org/conda-forge/pep8-naming,2023-06-16 13:15:30.349,363872.0,2.0,,,,,,,,,,,,,,,,
135,flake8-comprehensions,adamchainz/flake8-comprehensions,linters,A flake8 plugin to help you write better list/set/dict comprehensions.,,https://github.com/adamchainz/flake8-comprehensions,https://github.com/adamchainz/flake8-comprehensions,MIT,2016-04-05 12:15:56.000,2024-02-20 06:56:54.000000,2024-02-20 06:56:53,582.0,12.0,22.0,7.0,500.0,51.0,461.0,,,30.0,15.0,28,True,,5.0,flake8-comprehensions,conda-forge/flake8-comprehensions,['flake8'],,1117547.0,26237.0,26237.0,https://pypi.org/project/flake8-comprehensions,,,1100002.0,https://anaconda.org/conda-forge/flake8-comprehensions,2023-07-17 21:11:54.892,772016.0,2.0,,,,,,,,,,,,,,,,
136,flake8-eradicate,wemake-services/flake8-eradicate,linters,Flake8 plugin to find commented out or dead code.,,https://github.com/wemake-services/flake8-eradicate,https://github.com/wemake-services/flake8-eradicate,MIT,2018-09-21 06:58:51.000,2024-02-22 07:31:53.000000,2024-02-22 07:31:48,388.0,17.0,14.0,5.0,273.0,31.0,304.0,2023-05-31 09:59:03.360,1.5.0,16.0,16.0,28,True,,19.0,flake8-eradicate,conda-forge/flake8-eradicate,['flake8'],,666539.0,18372.0,18244.0,https://pypi.org/project/flake8-eradicate,2023-05-31 09:59:03.360,128.0,666138.0,https://anaconda.org/conda-forge/flake8-eradicate,2023-06-01 15:43:14.086,13635.0,2.0,,,,,,,,,,,,,,,,
137,typed_ast,python/typed_ast,ast,Modified fork of CPythons ast module that parses `# type:` comments.,,https://github.com/python/typed_ast,https://github.com/python/typed_ast,Apache-2.0,2016-02-16 22:40:09.000,2023-09-22 19:48:21.052000,2023-07-03 22:55:34,205.0,,57.0,20.0,109.0,86.0,225.0,2023-07-04 18:38:08.820,1.5.5,35.0,26.0,28,True,,1.0,typed_ast,conda-forge/typed-ast,,,7305279.0,5553.0,,https://pypi.org/project/typed_ast,2023-07-04 18:38:08.820,5553.0,7148853.0,https://anaconda.org/conda-forge/typed-ast,2023-09-22 19:48:21.052,6257063.0,2.0,,,,,,,,,,,,,,,,
138,astunparse,simonpercivall/astunparse,ast,An AST unparser for Python.,,https://github.com/simonpercivall/astunparse,https://github.com/simonpercivall/astunparse,BSD-3-Clause,2014-03-31 15:34:54.000,2023-08-18 23:41:57.000000,2019-12-22 18:11:19,86.0,,51.0,9.0,37.0,22.0,214.0,2019-12-22 18:12:11.000,1.6.3,11.0,10.0,28,False,,25.0,astunparse,conda-forge/astunparse,,,9101732.0,101870.0,101391.0,https://pypi.org/project/astunparse,2019-12-22 18:12:11.000,479.0,9075441.0,https://anaconda.org/conda-forge/astunparse,2023-06-16 13:24:50.388,2103316.0,2.0,,,,,,,,,,,,,,,,
139,icecream,gruns/icecream,debugging,Never use print() to debug again.,,https://github.com/gruns/icecream,https://github.com/gruns/icecream,MIT,2018-02-13 18:56:12.000,2024-02-04 22:27:07.000000,2024-02-01 01:02:12,272.0,1.0,172.0,50.0,53.0,71.0,8208.0,2022-07-21 09:17:39.000,2.1.3,7.0,21.0,27,True,,52.0,icecream,conda-forge/icecream,,,1259561.0,21.0,21.0,https://pypi.org/project/icecream,,,1258638.0,https://anaconda.org/conda-forge/icecream,2023-06-16 19:25:30.341,31408.0,3.0,,,,,,,,,-4.0,,,,,,,
140,line_profiler,pyutils/line_profiler,profiling,Line-by-line profiling for Python.,,https://github.com/pyutils/line_profiler,https://github.com/pyutils/line_profiler,BSD-3-Clause,2019-12-10 22:26:33.000,2024-02-13 00:30:47.000000,2023-12-05 18:58:24,421.0,3.0,111.0,14.0,162.0,52.0,2377.0,2023-11-03 00:10:48.000,4.1.2,30.0,43.0,27,True,,41.0,line_profiler,conda-forge/line_profiler,,,507738.0,104.0,,https://pypi.org/project/line_profiler,2023-11-03 00:10:48.000,104.0,495189.0,https://anaconda.org/conda-forge/line_profiler,2023-09-27 21:27:52.775,489429.0,3.0,,,,,,,,,,,,,,,,
141,pdbpp,pdbpp/pdbpp,debugging,"pdb++, a drop-in replacement for pdb (the Python debugger).",,https://github.com/pdbpp/pdbpp,https://github.com/pdbpp/pdbpp,BSD-3-Clause,2017-06-11 13:42:16.000,2023-11-07 10:47:13.000000,2022-07-14 18:31:38,706.0,,67.0,19.0,322.0,126.0,1233.0,2021-07-09 22:21:56.000,0.10.3,13.0,41.0,27,False,,79.0,pdbpp,conda-forge/pdbpp,,,355719.0,5414.0,5414.0,https://pypi.org/project/pdbpp,,,354302.0,https://anaconda.org/conda-forge/pdbpp,2023-06-16 13:25:41.484,110595.0,3.0,,,,,,,,,,,,,,,,
142,cx_Freeze,marcelotduarte/cx_Freeze,packaging,"Create standalone executables from Python scripts, with the same performance and is cross-platform.",,https://github.com/marcelotduarte/cx_Freeze,https://github.com/marcelotduarte/cx_Freeze,,2017-01-22 04:25:52.000,2024-02-22 03:00:41.000000,2024-02-21 18:28:32,1876.0,93.0,203.0,28.0,1225.0,861.0,1220.0,2024-02-10 09:19:15.000,6.15.15,71.0,109.0,27,True,,49.0,cx_freeze,conda-forge/cx_freeze,,,154794.0,,,https://pypi.org/project/cx_freeze,,,148306.0,https://anaconda.org/conda-forge/cx_freeze,2024-02-10 10:17:36.115,291964.0,3.0,,,,,,,,,,,,,,,,
143,wily,tonybaloney/wily,code-metrics,"A Python application for tracking, reporting on timing and complexity in Python code.",,https://github.com/tonybaloney/wily,https://github.com/tonybaloney/wily,Apache-2.0,2018-10-11 22:12:25.000,2024-01-15 12:54:13.000000,2023-10-11 03:48:44,905.0,,56.0,25.0,124.0,73.0,1165.0,2023-10-11 03:48:57.000,1.25.0,52.0,24.0,27,True,,35.0,wily,,,,27157.0,223.0,214.0,https://pypi.org/project/wily,2023-10-11 03:48:57.000,9.0,27157.0,,,,3.0,,,,,,,,,,,,,,,,
144,pdoc3,pdoc3/pdoc,documentation,Auto-generate API documentation for Python projects.,,https://github.com/pdoc3/pdoc,https://github.com/pdoc3/pdoc,AGPL-3.0,2019-01-02 02:32:40.000,2024-02-13 02:19:14.000000,2022-12-21 03:55:00,575.0,,145.0,9.0,122.0,206.0,1061.0,2019-01-24 16:15:02.000,0.3.11,5.0,58.0,27,False,,108.0,pdoc3,anaconda/pdoc3,,,195354.0,3916.0,3916.0,https://pypi.org/project/pdoc3,,,195319.0,https://anaconda.org/anaconda/pdoc3,2023-06-16 16:19:13.966,1824.0,3.0,,,,,,,,,,,,,,,,
145,autoflake,myint/autoflake,refactoring,Removes unused imports and unused variables as reported by pyflakes.,,https://github.com/PyCQA/autoflake,https://github.com/PyCQA/autoflake,MIT,2012-12-27 03:40:17.000,2024-02-19 04:20:23.000000,2024-02-19 04:17:08,635.0,8.0,80.0,14.0,180.0,75.0,841.0,2024-02-19 04:54:15.000,2.3.0,60.0,38.0,27,True,PyCQA/autoflake,37.0,autoflake,conda-forge/autoflake,,,1865310.0,794.0,,https://pypi.org/project/autoflake,2024-02-19 04:20:23.000,794.0,1856289.0,https://anaconda.org/conda-forge/autoflake,2023-06-16 16:14:56.765,523229.0,2.0,,,,,,,,,,,,,,,,
146,pytest-testmon,tarpas/pytest-testmon,testing,Selects tests affected by changed files. Executes the right tests first. Continuous test runner when used with pytest-..,,https://github.com/tarpas/pytest-testmon,https://github.com/tarpas/pytest-testmon,MIT,2015-02-02 14:21:10.000,2023-12-05 07:38:40.000000,2023-11-23 12:41:05,375.0,,49.0,17.0,79.0,126.0,760.0,2023-11-07 09:57:34.000,2.1.0,50.0,24.0,27,True,,25.0,pytest-testmon,conda-forge/pytest-testmon,['pytest'],,188705.0,1222.0,1222.0,https://pypi.org/project/pytest-testmon,,,188138.0,https://anaconda.org/conda-forge/pytest-testmon,2023-06-16 16:09:13.484,40833.0,3.0,,,,,,,,,,,,,,,,
147,docformatter,myint/docformatter,formatters,Formats docstrings to follow PEP 257.,,https://github.com/PyCQA/docformatter,https://github.com/PyCQA/docformatter,MIT,2012-05-26 21:40:48.000,2024-02-01 10:59:32.000000,2023-10-15 16:08:38,586.0,,56.0,9.0,124.0,129.0,489.0,2023-07-12 01:39:53.000,1.7.5,15.0,30.0,27,True,PyCQA/docformatter,21.0,docformatter,conda-forge/docformatter,,11.0,457912.0,3354.0,3354.0,https://pypi.org/project/docformatter,,,455149.0,https://anaconda.org/conda-forge/docformatter,2023-07-18 03:59:16.364,113260.0,3.0,,,,,,,,,,,,,,,,
148,wasabi,ines/wasabi,logging,A lightweight console printing and formatting toolkit.,,https://github.com/explosion/wasabi,https://github.com/explosion/wasabi,MIT,2018-11-17 14:40:55.000,2023-11-03 14:34:37.000000,2023-11-03 14:34:37,258.0,,22.0,14.0,35.0,5.0,432.0,2023-06-07 07:37:46.000,1.1.2,39.0,14.0,27,True,explosion/wasabi,4.0,wasabi,conda-forge/wasabi,,,5380415.0,40820.0,40820.0,https://pypi.org/project/wasabi,,,5359186.0,https://anaconda.org/conda-forge/wasabi,2023-06-07 10:00:19.970,1273793.0,3.0,,,,,,,,,,,,,,,,
149,pytest-mypy,dbader/pytest-mypy,testing,Mypy static type checker plugin for Pytest.,,https://github.com/realpython/pytest-mypy,https://github.com/realpython/pytest-mypy,MIT,2016-09-29 14:39:23.000,2024-02-16 17:01:31.000000,2024-02-14 07:14:01,286.0,12.0,33.0,9.0,102.0,54.0,236.0,2022-12-18 18:49:02.248,0.10.3,23.0,16.0,27,True,realpython/pytest-mypy,10.0,pytest-mypy,conda-forge/pytest-mypy,['pytest'],,292193.0,4426.0,3912.0,https://pypi.org/project/pytest-mypy,2022-12-18 18:49:02.248,514.0,290215.0,https://anaconda.org/conda-forge/pytest-mypy,2023-06-16 19:18:02.883,94969.0,3.0,,,,,,,,,,,,,,,,
150,gast,serge-sans-paille/gast,ast,Python AST that abstracts the underlying Python version.,,https://github.com/serge-sans-paille/gast,https://github.com/serge-sans-paille/gast,BSD-3-Clause,2016-07-18 10:39:07.000,2023-12-19 18:16:42.000000,2023-12-19 18:16:42,104.0,1.0,32.0,13.0,48.0,33.0,134.0,2023-04-29 19:44:01.995,0.5.4,21.0,10.0,27,True,,2.0,gast,conda-forge/gast,,,15868376.0,148948.0,146982.0,https://pypi.org/project/gast,2023-04-29 19:44:01.995,1966.0,15806806.0,https://anaconda.org/conda-forge/gast,2023-07-03 07:21:35.215,2585971.0,3.0,,,,,,,,,,,,,,,,
151,pytype,google/pytype,type-checkers,A static type analyzer for Python code.,,https://github.com/google/pytype,https://github.com/google/pytype,,2015-03-18 20:52:08.000,2024-02-21 20:22:11.000000,2024-02-21 20:22:07,6515.0,141.0,260.0,55.0,904.0,535.0,4487.0,,,82.0,100.0,26,False,,150.0,pytype,conda-forge/pytype,,,535907.0,,,https://pypi.org/project/pytype,,,531552.0,https://anaconda.org/conda-forge/pytype,2024-02-10 17:48:30.581,191641.0,3.0,,,,,,,,,,,,,,,,
152,rebound,shobrook/rebound,logging,Command-line tool that instantly fetches Stack Overflow results when an exception is thrown.,,https://github.com/shobrook/rebound,https://github.com/shobrook/rebound,MIT,2018-02-28 04:47:03.000,2024-02-19 22:32:09.133000,2022-02-16 05:16:40,168.0,,383.0,77.0,41.0,38.0,4058.0,2024-02-19 16:29:18.000,4.3.2,219.0,16.0,26,False,,24.0,rebound,conda-forge/rebound,,236.0,27442.0,50.0,25.0,https://pypi.org/project/rebound,2024-02-19 16:29:18.000,25.0,20078.0,https://anaconda.org/conda-forge/rebound,2024-02-19 22:32:09.133,331278.0,3.0,,,,,,,,,,,,,,,,
153,memory_profiler,fabianp/memory_profiler,profiling,Monitor Memory usage of Python code.,,https://github.com/fabianp/memory_profiler,https://github.com/fabianp/memory_profiler,BSD-3-Clause,2016-05-26 17:45:08.632,2023-06-16 13:17:34.885000,2018-06-28 13:35:12,500.0,,371.0,5.0,1.0,,3967.0,2022-11-15 17:59:01.069,0.61.0,59.0,62.0,26,False,,,memory_profiler,conda-forge/memory_profiler,,,1245024.0,265.0,,https://pypi.org/project/memory_profiler,2022-11-15 17:59:01.069,265.0,1240529.0,https://anaconda.org/conda-forge/memory_profiler,2023-06-16 13:17:34.885,418060.0,3.0,,,,,,,,,,,,,,,,
154,pyupgrade,asottile/pyupgrade,refactoring,A tool (and pre-commit hook) to automatically upgrade syntax for newer versions of the language.,,https://github.com/asottile/pyupgrade,https://github.com/asottile/pyupgrade,MIT,2017-02-28 17:50:31.000,2024-02-19 16:59:34.000000,2024-02-18 16:53:36,1159.0,9.0,163.0,35.0,513.0,404.0,3221.0,,,125.0,35.0,26,True,,14.0,pyupgrade,conda-forge/pyupgrade,,,580537.0,,,https://pypi.org/project/pyupgrade,,,566876.0,https://anaconda.org/conda-forge/pyupgrade,2024-02-18 19:17:10.684,614782.0,2.0,,,,,,,,,,,,,,,,
155,pytest-testinfra,pytest-dev/pytest-testinfra,testing,Testinfra test your infrastructures.,,https://github.com/pytest-dev/pytest-testinfra,https://github.com/pytest-dev/pytest-testinfra,Apache-2.0,2015-03-15 20:49:52.000,2024-02-15 05:01:54.000000,2024-02-15 04:58:36,783.0,7.0,338.0,78.0,416.0,216.0,2300.0,2024-02-15 05:01:54.000,10.1.0,15.0,138.0,26,True,,124.0,pytest-testinfra,conda-forge/pytest-testinfra,['pytest'],,390611.0,,,https://pypi.org/project/pytest-testinfra,,,390202.0,https://anaconda.org/conda-forge/pytest-testinfra,2023-11-19 14:00:16.233,15152.0,3.0,,,,,,,,,,,,,,,,
156,green,CleanCut/green,testing,"Green is a clean, colorful, fast python test runner.",,https://github.com/CleanCut/green,https://github.com/CleanCut/green,MIT,2014-04-01 20:08:18.000,2024-02-15 16:38:01.000000,2024-02-15 16:36:51,1141.0,50.0,73.0,24.0,91.0,178.0,780.0,2024-02-15 16:38:01.000,4.0.1,49.0,39.0,26,True,,6.0,green,conda-forge/green,,,20789.0,,,https://pypi.org/project/green,,,17666.0,https://anaconda.org/conda-forge/green,2023-09-28 06:00:07.530,134297.0,3.0,,,,,,,,,,,,,,,,
157,darglint,terrencepreilly/darglint,linters,A python documentation linter which checks that the docstring description matches the definition.,,https://github.com/terrencepreilly/darglint,https://github.com/terrencepreilly/darglint,MIT,2017-09-25 14:11:21.000,2023-06-16 16:17:00.951000,2021-10-18 03:34:23,504.0,,40.0,7.0,61.0,95.0,481.0,,,18.0,22.0,26,False,,56.0,darglint,conda-forge/darglint,,,425301.0,20486.0,20486.0,https://pypi.org/project/darglint,,,423723.0,https://anaconda.org/conda-forge/darglint,2023-06-16 16:17:00.951,83680.0,3.0,,,,,,,,,,,,,,,,
158,uiautomator,xiaocong/uiautomator,testing,Python wrapper of Android uiautomator test tool.,,https://github.com/xiaocong/uiautomator,https://github.com/xiaocong/uiautomator,MIT,2013-08-18 03:38:50.000,2023-02-28 00:25:02.000000,2020-11-16 01:36:32,316.0,,621.0,159.0,35.0,119.0,1986.0,2017-02-20 12:00:41.000,0.2.7,1.0,13.0,25,False,,166.0,uiautomator,,,,25930.0,265.0,265.0,https://pypi.org/project/uiautomator,,,25930.0,,,,3.0,,,,,,,,,,,,,,,,
159,dephell,dephell/dephell,dependency-managers,"Python project management. Manage packages: convert between formats, lock, install, resolve, isolate, test, build..",,https://github.com/dephell/dephell,https://github.com/dephell/dephell,MIT,2018-08-31 17:39:18.000,2021-01-11 21:31:40.000000,2021-01-11 21:31:39,2145.0,,112.0,26.0,221.0,161.0,1762.0,2020-04-28 06:31:17.000,.0.8.3,11.0,37.0,25,False,,100.0,dephell,,,256.0,1959.0,826.0,826.0,https://pypi.org/project/dephell,,,1955.0,,,,3.0,,,,,,,,,,,,,,,,
160,Diamond,python-diamond/Diamond,profiling,Diamond is a python daemon that collects system metrics and publishes them to Graphite (and others). It is capable of..,,https://github.com/python-diamond/Diamond,https://github.com/python-diamond/Diamond,MIT,2013-10-11 23:32:13.000,2023-11-01 17:50:44.000000,2023-11-01 17:50:44,3337.0,,572.0,90.0,534.0,170.0,1728.0,,,,387.0,25,True,,66.0,diamond,,,,6447.0,164.0,164.0,https://pypi.org/project/diamond,,,6447.0,,,,3.0,,,,,,,,,-3.0,,,,,,,
161,stackprinter,cknd/stackprinter,logging,Debugging-friendly exceptions for Python.,,https://github.com/cknd/stackprinter,https://github.com/cknd/stackprinter,MIT,2018-09-05 10:58:47.000,2023-11-27 07:51:58.000000,2023-11-24 20:16:12,210.0,,37.0,8.0,36.0,24.0,1267.0,2023-11-24 20:11:45.000,0.2.11,8.0,7.0,25,True,,7.0,stackprinter,conda-forge/stackprinter,,,303093.0,326.0,326.0,https://pypi.org/project/stackprinter,,,302926.0,https://anaconda.org/conda-forge/stackprinter,2023-06-16 16:15:48.838,9383.0,3.0,,,,,,,,,,,,,,,,
162,blacken-docs,asottile/blacken-docs,documentation,Run `black` on python code blocks in documentation files.,,https://github.com/adamchainz/blacken-docs,https://github.com/adamchainz/blacken-docs,MIT,2018-06-03 02:48:01.000,2024-02-20 06:56:49.000000,2024-02-20 06:56:48,395.0,15.0,39.0,9.0,246.0,66.0,592.0,,,13.0,21.0,25,True,adamchainz/blacken-docs,9.0,blacken-docs,conda-forge/blacken-docs,,,145099.0,852.0,852.0,https://pypi.org/project/blacken-docs,,,144324.0,https://anaconda.org/conda-forge/blacken-docs,2023-08-16 10:40:14.275,33330.0,3.0,,,,,,,,,,,,,,,,
163,Mamba Test Runner,nestorsalceda/mamba,testing,The definitive testing tool for Python. Born under the banner of Behavior Driven Development (BDD).,,https://github.com/nestorsalceda/mamba,https://github.com/nestorsalceda/mamba,MIT,2013-03-12 18:53:42.000,2023-11-09 15:31:43.000000,2023-11-09 15:30:55,473.0,,64.0,23.0,86.0,52.0,515.0,2023-11-09 15:31:52.000,0.11.3,8.0,23.0,25,True,,29.0,mamba,,,,7193.0,918.0,918.0,https://pypi.org/project/mamba,,,7193.0,,,,3.0,,,,,,,,,,,,,,,,
164,nitpick,andreoliwa/nitpick,linters,Enforce the same settings on multiple projects.,,https://github.com/andreoliwa/nitpick,https://github.com/andreoliwa/nitpick,MIT,2018-03-23 14:25:24.000,2024-02-19 23:15:31.000000,2024-01-25 10:24:01,869.0,8.0,21.0,5.0,513.0,82.0,380.0,2023-12-31 16:40:33.000,0.35.0,53.0,16.0,25,True,,48.0,nitpick,,['flake8'],5.0,35336.0,1306.0,1293.0,https://pypi.org/project/nitpick,2023-12-31 16:40:30.000,13.0,35336.0,,,,3.0,,,,,,,,,,,,,,,,
165,pytest-docker,avast/pytest-docker,testing,Docker-based integration tests.,,https://github.com/avast/pytest-docker,https://github.com/avast/pytest-docker,MIT,2017-03-07 04:51:13.000,2024-02-02 09:18:18.000000,2024-02-02 09:17:41,87.0,14.0,67.0,9.0,63.0,37.0,379.0,2024-02-02 09:18:18.000,3.1.1,27.0,23.0,25,True,,15.0,pytest-docker,,['pytest'],132.0,171779.0,61.0,,https://pypi.org/project/pytest-docker,2024-02-02 09:18:10.000,61.0,171777.0,,,,3.0,,,,,,,,,,,,,,,,
166,py2app,ronaldoussoren/py2app,packaging,py2app is a Python setuptools command which will allow you to make standalone Mac OS X application bundles and plugins..,,https://github.com/ronaldoussoren/py2app,https://github.com/ronaldoussoren/py2app,,2020-01-14 11:27:41.000,2024-02-19 16:50:00.000000,2023-04-16 08:34:06,854.0,,33.0,13.0,31.0,308.0,305.0,2022-12-28 12:12:07.000,0.28.5,7.0,31.0,25,False,,181.0,py2app,,,,24618.0,4703.0,4703.0,https://pypi.org/project/py2app,,,24618.0,,,,3.0,,,,,,,,,,,,,,,,
167,check-manifest,mgedmin/check-manifest,linters,Tool to check the completeness of MANIFEST.in for Python packages.,,https://github.com/mgedmin/check-manifest,https://github.com/mgedmin/check-manifest,MIT,2013-03-05 15:27:20.000,2023-12-18 11:42:17.000000,2023-12-18 11:40:52,570.0,2.0,39.0,7.0,71.0,77.0,284.0,,,43.0,22.0,25,True,,20.0,check-manifest,conda-forge/check-manifest,,,224292.0,13196.0,9899.0,https://pypi.org/project/check-manifest,2022-12-05 08:17:08.785,3297.0,222510.0,https://anaconda.org/conda-forge/check-manifest,2023-06-16 16:12:23.756,110529.0,3.0,,,,,,,,,,,,,,,,
168,data-science-types,predictive-analytics-lab/data-science-types,linters,"Mypy stubs, i.e., type information, for numpy, pandas and matplotlib.",,https://github.com/wearepal/data-science-types,https://github.com/wearepal/data-science-types,Apache-2.0,2019-09-20 11:45:49.000,2023-06-16 19:24:01.290000,2021-02-16 17:29:00,446.0,,52.0,10.0,171.0,23.0,200.0,2021-02-16 16:47:31.000,0.2.23,26.0,44.0,25,False,wearepal/data-science-types,33.0,data-science-types,conda-forge/data-science-types,,,70888.0,1187.0,1136.0,https://pypi.org/project/data-science-types,2021-02-16 16:45:03.000,51.0,70589.0,https://anaconda.org/conda-forge/data-science-types,2023-06-16 19:24:01.290,11362.0,3.0,,,,,,,,,,,,,,,,
169,flake8-black,peterjc/flake8-black,linters,flake8 plugin to run black for checking Python coding style.,,https://github.com/peterjc/flake8-black,https://github.com/peterjc/flake8-black,MIT,2019-01-10 14:40:26.000,2024-02-05 16:37:44.000000,2024-02-05 16:37:43,173.0,1.0,11.0,3.0,54.0,23.0,161.0,2022-12-20 09:31:01.407,0.3.6,20.0,10.0,25,True,,6.0,flake8-black,conda-forge/flake8-black,['flake8'],,792603.0,7879.0,7600.0,https://pypi.org/project/flake8-black,2022-12-20 09:31:01.407,279.0,784370.0,https://anaconda.org/conda-forge/flake8-black,2023-06-16 16:15:31.454,461099.0,3.0,,,,,,,,,,,,,,,,
170,flake8-commas,PyCQA/flake8-commas,linters,Flake8 extension for enforcing trailing commas in python.,,https://github.com/PyCQA/flake8-commas,https://github.com/PyCQA/flake8-commas,MIT,2015-12-16 09:25:13.000,2021-10-13 19:25:52.000000,2021-10-13 19:25:45,176.0,,28.0,4.0,38.0,26.0,127.0,2021-10-13 19:25:39.000,2.1.0,20.0,12.0,25,False,,5.0,flake8-commas,,['flake8'],,357271.0,17670.0,17271.0,https://pypi.org/project/flake8-commas,2021-10-13 19:25:39.000,399.0,357271.0,,,,3.0,,,,,,,,,,,,,,,,
