,name,github_id,category,description,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,release_count,contributor_count,projectrank,show,updated_github_id,pypi_id,conda_id,labels,dependent_project_count,github_dependent_project_count,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,projectrank_placing,github_release_downloads,dockerhub_id,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,npm_id,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,cargo_id,cargo_url,cargo_monthly_downloads,cargo_total_downloads,trending,conda_forge
128,docformatter,myint/docformatter,formatters,Formats docstrings to follow PEP 257.,,https://github.com/PyCQA/docformatter,https://github.com/PyCQA/docformatter,MIT,2012-05-26 21:40:48.000,2023-08-10 12:31:31.000,2023-08-10 12:31:31,584.0,18.0,57.0,9.0,121.0,13.0,128.0,456.0,2023-07-12 01:47:02.331,1.7.5,62.0,29.0,28,True,PyCQA/docformatter,docformatter,conda-forge/docformatter,,3261.0,3114.0,https://pypi.org/project/docformatter,2023-07-12 01:47:02.331,147.0,336065.0,338676.0,https://anaconda.org/conda-forge/docformatter,2023-07-18 03:59:16.364,93974.0,3.0,8.0,,,,,,,,,,,,,,,,
129,wasabi,ines/wasabi,logging,A lightweight console printing and formatting toolkit.,,https://github.com/explosion/wasabi,https://github.com/explosion/wasabi,MIT,2018-11-17 14:40:55.000,2023-06-07 10:00:19.970,2023-06-07 06:50:58,257.0,,25.0,16.0,34.0,4.0,5.0,428.0,2023-06-07 07:37:46.000,1.1.2,39.0,13.0,28,True,explosion/wasabi,wasabi,conda-forge/wasabi,,34862.0,34862.0,https://pypi.org/project/wasabi,,,5086170.0,5107955.0,https://anaconda.org/conda-forge/wasabi,2023-06-07 10:00:19.970,1198189.0,3.0,,,,,,,,,,,,,,,,,
130,py2app,ronaldoussoren/py2app,packaging,py2app is a Python setuptools command which will allow you to make standalone Mac OS X application bundles and plugins..,,https://github.com/ronaldoussoren/py2app,https://github.com/ronaldoussoren/py2app,MIT,2020-01-14 11:27:41.000,2023-09-26 16:30:56.000,2023-04-16 08:34:06,854.0,,29.0,14.0,29.0,172.0,307.0,271.0,2023-06-05 10:23:02.276,0.28.6,48.0,31.0,28,True,,py2app,,,5365.0,4533.0,https://pypi.org/project/py2app,2022-12-27 12:57:01.911,832.0,21727.0,21727.0,,,,2.0,,,,,,,,,,,,,,,,,
131,flake8-isort,gforcada/flake8-isort,linters,flake8 plugin that integrates isort.,,https://github.com/gforcada/flake8-isort,https://github.com/gforcada/flake8-isort,GPL-2.0,2015-09-12 19:25:34.000,2023-09-16 07:44:02.620,2023-09-15 17:37:00,366.0,13.0,93.0,8.0,89.0,8.0,49.0,154.0,,,13.0,37.0,28,True,,flake8-isort,conda-forge/flake8-isort,['flake8'],23839.0,23839.0,https://pypi.org/project/flake8-isort,,,1085780.0,1087084.0,https://anaconda.org/conda-forge/flake8-isort,2023-09-16 07:44:02.620,49575.0,2.0,,,,,,,,,,,,,,,,,
132,gdbgui,cs01/gdbgui,debugging,"Browser-based frontend to gdb (gnu debugger). Add breakpoints, view the stack, visualize data structures, and more in..",,https://github.com/cs01/gdbgui,https://github.com/cs01/gdbgui,GPL-3.0,2016-10-27 03:19:25.000,2023-05-12 22:09:01.000,2022-06-22 04:41:01,431.0,,480.0,165.0,153.0,139.0,169.0,9408.0,2022-06-22 04:50:45.000,0.15.1.0,9.0,40.0,27,False,,gdbgui,,,323.0,323.0,https://pypi.org/project/gdbgui,,,11328.0,11739.0,,,,3.0,15640.0,,,,,,,,,,,,,,,,
133,xonsh,xonsh/xonsh,shell,"Python-powered, cross-platform, Unix-gazing shell.",,https://github.com/xonsh/xonsh,https://github.com/xonsh/xonsh,,2015-01-21 22:05:27.000,2023-09-25 21:21:08.000,2023-09-25 08:53:15,10466.0,26.0,590.0,106.0,2580.0,266.0,2194.0,7294.0,2023-08-16 07:02:39.000,0.14.1,99.0,317.0,27,False,,xonsh,,,,,https://pypi.org/project/xonsh,,,6369.0,6458.0,,,,1.0,9149.0,,,,,,,,,,,,,,,,
134,notifiers,liiight/notifiers,logging,The easy way to send notifications.,,https://github.com/liiight/notifiers,https://github.com/liiight/notifiers,MIT,2017-06-01 10:20:18.000,2023-09-18 20:37:58.000,2022-07-14 07:40:12,517.0,,99.0,31.0,361.0,43.0,67.0,2521.0,2022-02-10 14:51:38.000,1.3.3,31.0,19.0,27,False,,notifiers,conda-forge/notifiers,,1107.0,1083.0,https://pypi.org/project/notifiers,2022-02-10 14:51:38.000,24.0,394755.0,395805.0,https://anaconda.org/conda-forge/notifiers,2023-06-16 19:23:52.875,34658.0,3.0,,,,,,,,,,,,,,,,,
135,Diamond,python-diamond/Diamond,profiling,Diamond is a python daemon that collects system metrics and publishes them to Graphite (and others). It is capable of..,,https://github.com/python-diamond/Diamond,https://github.com/python-diamond/Diamond,MIT,2013-10-11 23:32:13.000,2023-09-05 19:07:20.000,2023-01-29 19:46:36,3335.0,,566.0,92.0,534.0,66.0,170.0,1720.0,,,,386.0,27,True,,diamond,,,150.0,150.0,https://pypi.org/project/diamond,,,10861.0,10861.0,,,,3.0,,,,,,,,,,,,,,,,,
136,cx_Freeze,marcelotduarte/cx_Freeze,packaging,"Create standalone executables from Python scripts, with the same performance and is cross-platform.",,https://github.com/marcelotduarte/cx_Freeze,https://github.com/marcelotduarte/cx_Freeze,,2017-01-22 04:25:52.000,2023-09-27 06:41:08.000,2023-09-26 05:59:20,1724.0,109.0,196.0,28.0,1072.0,47.0,828.0,1138.0,2023-09-21 21:33:06.000,6.15.8,63.0,105.0,27,True,,cx_freeze,conda-forge/cx_freeze,,,,https://pypi.org/project/cx_freeze,,,120312.0,126996.0,https://anaconda.org/conda-forge/cx_freeze,2023-09-21 23:04:40.998,267397.0,3.0,,,,,,,,,,,,,,,,,
137,PyHamcrest,hamcrest/PyHamcrest,testing,Hamcrest matchers for Python.,,https://github.com/hamcrest/PyHamcrest,https://github.com/hamcrest/PyHamcrest,,2010-12-24 02:55:56.000,2023-09-12 13:01:01.000,2023-08-30 20:27:48,639.0,9.0,104.0,25.0,158.0,17.0,65.0,718.0,2021-12-12 20:12:19.000,V2.0.3,9.0,43.0,27,False,,pyhamcrest,conda-forge/pyhamcrest,,35339.0,35339.0,https://pypi.org/project/pyhamcrest,,,1121352.0,1126758.0,https://anaconda.org/conda-forge/pyhamcrest,2023-06-16 13:17:20.732,475798.0,3.0,,,,,,,,,,,,,,,,,
138,breathe,michaeljones/breathe,documentation,ReStructuredText and Sphinx bridge to Doxygen.,,https://github.com/breathe-doc/breathe,https://github.com/breathe-doc/breathe,,2009-02-03 18:52:25.000,2023-09-26 23:16:30.000,2023-08-22 12:33:10,1760.0,1.0,182.0,19.0,363.0,173.0,399.0,696.0,2023-03-31 19:07:42.000,4.35.0,42.0,107.0,27,False,breathe-doc/breathe,breathe,conda-forge/breathe,,10942.0,10942.0,https://pypi.org/project/breathe,,,297060.0,310138.0,https://anaconda.org/conda-forge/breathe,2023-07-04 04:52:22.769,509378.0,3.0,548.0,,,,,,,,,,,,,,,,
139,darglint,terrencepreilly/darglint,linters,A python documentation linter which checks that the docstring description matches the definition.,,https://github.com/terrencepreilly/darglint,https://github.com/terrencepreilly/darglint,MIT,2017-09-25 14:11:21.000,2023-06-16 16:17:00.951,2021-10-18 03:34:23,504.0,,42.0,7.0,61.0,71.0,95.0,480.0,2021-10-18 03:40:35.000,1.8.1,49.0,22.0,27,False,,darglint,conda-forge/darglint,,19564.0,19438.0,https://pypi.org/project/darglint,2021-10-18 03:40:35.000,126.0,404789.0,406363.0,https://anaconda.org/conda-forge/darglint,2023-06-16 16:17:00.951,75583.0,2.0,,,,,,,,,,,,,,,,,
140,flake8-comprehensions,adamchainz/flake8-comprehensions,linters,A flake8 plugin to help you write better list/set/dict comprehensions.,,https://github.com/adamchainz/flake8-comprehensions,https://github.com/adamchainz/flake8-comprehensions,MIT,2016-04-05 12:15:56.000,2023-09-26 08:18:49.000,2023-09-26 08:18:48,557.0,22.0,21.0,7.0,478.0,4.0,51.0,449.0,2023-07-10 12:46:08.000,3.14.0,39.0,15.0,27,True,,flake8-comprehensions,conda-forge/flake8-comprehensions,['flake8'],682.0,,https://pypi.org/project/flake8-comprehensions,2023-07-10 12:46:08.000,682.0,1030436.0,1049643.0,https://anaconda.org/conda-forge/flake8-comprehensions,2023-07-17 21:11:54.892,749084.0,2.0,,,,,,,,,,,,,,,,6.0,
141,ddt,datadriventests/ddt,testing,Data-Driven Tests for Python Unittest.,,https://github.com/datadriventests/ddt,https://github.com/datadriventests/ddt,MIT,2012-02-11 22:57:10.000,2023-06-16 13:23:45.665,2022-08-10 16:41:28,230.0,,110.0,21.0,61.0,12.0,42.0,429.0,2023-02-02 20:53:42.547,1.4.2,31.0,37.0,27,False,,ddt,conda-forge/ddt,,6602.0,5264.0,https://pypi.org/project/ddt,2023-02-02 20:53:42.547,1338.0,391929.0,393059.0,https://anaconda.org/conda-forge/ddt,2023-06-16 13:23:45.665,88191.0,3.0,,,,,,,,,,,,,,,,,
142,flake8-eradicate,wemake-services/flake8-eradicate,linters,Flake8 plugin to find commented out or dead code.,,https://github.com/wemake-services/flake8-eradicate,https://github.com/wemake-services/flake8-eradicate,MIT,2018-09-21 06:58:51.000,2023-06-01 15:43:14.086,2023-05-31 09:56:43,371.0,,14.0,6.0,256.0,19.0,30.0,304.0,2023-05-31 09:59:03.360,1.5.0,16.0,16.0,27,True,,flake8-eradicate,conda-forge/flake8-eradicate,['flake8'],17331.0,17218.0,https://pypi.org/project/flake8-eradicate,2022-08-11 07:18:01.020,113.0,573708.0,574115.0,https://anaconda.org/conda-forge/flake8-eradicate,2023-06-01 15:43:14.086,11828.0,2.0,,,,,,,,,,,,,,,,,
143,icecream,gruns/icecream,debugging,Never use print() to debug again.,,https://github.com/gruns/icecream,https://github.com/gruns/icecream,MIT,2018-02-13 18:56:12.000,2023-08-04 09:26:44.000,2022-12-04 22:09:17,262.0,,148.0,51.0,46.0,49.0,70.0,7180.0,2022-07-21 09:20:01.329,2.1.3,17.0,21.0,26,True,,icecream,conda-forge/icecream,,143.0,15.0,https://pypi.org/project/icecream,2022-07-21 09:20:01.329,128.0,288714.0,289549.0,https://anaconda.org/conda-forge/icecream,2023-06-16 19:25:30.341,24243.0,3.0,,,,,,,,,,,,,,,,,
144,PyOxidizer,indygreg/PyOxidizer,packaging,A modern Python application packaging and distribution tool.,,https://github.com/indygreg/PyOxidizer,https://github.com/indygreg/PyOxidizer,MPL-2.0,2018-12-18 23:32:13.000,2023-09-19 13:54:33.000,2023-01-21 22:38:30,6697.0,,202.0,60.0,128.0,303.0,234.0,4890.0,2022-12-30 01:38:05.000,pyoxidizer/0.24.0,22.0,54.0,26,True,,pyoxidizer,,,149.0,149.0,https://pypi.org/project/pyoxidizer,,,4071.0,4333.0,,,,3.0,11564.0,,,,,,,,,,,,,,,,
145,rebound,shobrook/rebound,logging,Command-line tool that instantly fetches Stack Overflow results when an exception is thrown.,,https://github.com/shobrook/rebound,https://github.com/shobrook/rebound,MIT,2018-02-28 04:47:03.000,2023-09-23 22:24:15.566,2022-02-16 05:16:40,168.0,,383.0,76.0,41.0,24.0,38.0,4019.0,2023-09-23 21:18:41.000,3.28.2,208.0,16.0,26,False,,rebound,conda-forge/rebound,,45.0,24.0,https://pypi.org/project/rebound,2023-09-23 21:18:41.000,21.0,9118.0,16896.0,https://anaconda.org/conda-forge/rebound,2023-09-23 22:24:15.566,311000.0,3.0,234.0,,,,,,,,,,,,,,,,
146,freezegun,spulec/freezegun,testing,Let your Python tests travel through time.,,https://github.com/spulec/freezegun,https://github.com/spulec/freezegun,Apache-2.0,2012-12-11 05:11:00.000,2023-08-25 00:29:01.000,2023-02-22 05:49:22,592.0,,243.0,33.0,222.0,112.0,178.0,3819.0,,,15.0,109.0,26,True,,freezegun,conda-forge/freezegun,,,,https://pypi.org/project/freezegun,,,6586650.0,6602964.0,https://anaconda.org/conda-forge/freezegun,2023-06-16 13:17:16.464,1468292.0,3.0,,,,,,,,,,,,,,,,,
147,detect-secrets,Yelp/detect-secrets,security,An enterprise friendly way of detecting and preventing secrets in code.,,https://github.com/Yelp/detect-secrets,https://github.com/Yelp/detect-secrets,Apache-2.0,2017-12-05 00:38:38.000,2023-09-04 15:34:22.000,2023-04-11 16:04:33,1217.0,,332.0,48.0,420.0,91.0,199.0,3204.0,2022-10-05 17:13:10.000,1.4.0,8.0,73.0,26,True,,detect-secrets,,,,,https://pypi.org/project/detect-secrets,,,384211.0,384211.0,,,,3.0,,,,,,,,,,,,,,,,,
148,factory_boy,FactoryBoy/factory_boy,testing,A test fixtures replacement for Python.,,https://github.com/FactoryBoy/factory_boy,https://github.com/FactoryBoy/factory_boy,MIT,2011-05-11 08:26:59.000,2023-09-26 06:50:37.000,2023-09-26 06:50:36,990.0,12.0,364.0,41.0,486.0,165.0,393.0,3200.0,,,11.0,129.0,26,True,,factory_boy,conda-forge/factory_boy,,,,https://pypi.org/project/factory_boy,,,3243687.0,3247461.0,https://anaconda.org/conda-forge/factory_boy,2023-07-19 13:42:09.417,135875.0,3.0,,,,,,,,,,,,,,,,,
149,beartype,beartype/beartype,linters,Unbearably fast near-real-time hybrid runtime-static type-checking in pure Python.,,https://github.com/beartype/beartype,https://github.com/beartype/beartype,MIT,2020-04-03 06:06:22.000,2023-09-28 06:57:00.000,2023-09-28 06:51:42,1037.0,73.0,39.0,12.0,41.0,46.0,174.0,2049.0,2023-09-23 02:40:01.000,0.16.2,30.0,17.0,26,True,,beartype,conda-forge/beartype,,,,https://pypi.org/project/beartype,,,1015342.0,1017017.0,https://anaconda.org/conda-forge/beartype,2023-09-23 05:39:58.894,65351.0,2.0,,,,,,,,,,,,,,,,,
150,pybuilder,pybuilder/pybuilder,build-tools,Software build automation tool for Python.,,https://github.com/pybuilder/pybuilder,https://github.com/pybuilder/pybuilder,Apache-2.0,2012-07-23 11:38:06.000,2023-09-26 20:19:01.834,2023-07-10 03:17:08,1424.0,3.0,238.0,92.0,384.0,85.0,421.0,1582.0,2023-07-10 03:25:42.000,0.13.10,11.0,39.0,26,True,,pybuilder,conda-forge/pybuilder,,,,https://pypi.org/project/pybuilder,,,28167.0,30702.0,https://anaconda.org/conda-forge/pybuilder,2023-09-26 20:19:01.834,55791.0,3.0,,,,,,,,,,,,,,,,,
151,safety,pyupio/safety,security,Safety checks Python dependencies for known security vulnerabilities and suggests the proper remediations for..,,https://github.com/pyupio/safety,https://github.com/pyupio/safety,MIT,2016-10-19 13:22:56.000,2023-08-10 16:18:37.000,2023-05-29 16:30:35,590.0,,126.0,32.0,306.0,53.0,118.0,1540.0,2022-12-08 19:08:48.000,2.3.5,18.0,41.0,26,True,,safety,conda-forge/safety,,29.0,29.0,https://pypi.org/project/safety,,,1011350.0,1022305.0,https://anaconda.org/conda-forge/safety,2023-06-16 16:15:06.955,79442.0,3.0,396004.0,,,,,,,,,,,,,,,,
152,pylama,klen/pylama,linters,Code audit tool for python.,,https://github.com/klen/pylama,https://github.com/klen/pylama,MIT,2012-08-17 10:10:10.000,2023-05-16 14:03:19.000,2022-08-08 11:25:05,700.0,,102.0,20.0,97.0,56.0,95.0,1019.0,2022-08-08 11:29:01.059,8.4.1,116.0,48.0,26,False,,pylama,,,6700.0,6046.0,https://pypi.org/project/pylama,2022-08-08 11:29:01.059,654.0,173773.0,173773.0,,,,2.0,,,,,,,,,,,,,,,,,
153,pdoc3,pdoc3/pdoc,documentation,Auto-generate API documentation for Python projects.,,https://github.com/pdoc3/pdoc,https://github.com/pdoc3/pdoc,AGPL-3.0,2019-01-02 02:32:40.000,2023-08-24 02:21:44.000,2022-12-21 03:55:00,575.0,,139.0,8.0,116.0,123.0,203.0,1010.0,2021-08-03 14:51:19.000,0.10.0,34.0,58.0,26,True,,pdoc3,anaconda/pdoc3,,3805.0,3587.0,https://pypi.org/project/pdoc3,2021-08-03 14:51:19.000,218.0,184706.0,184739.0,https://anaconda.org/anaconda/pdoc3,2023-06-16 16:19:13.966,1522.0,3.0,,,,,,,,,,,,,,,,,
154,pytest-testmon,tarpas/pytest-testmon,testing,Selects tests affected by changed files. Executes the right tests first. Continuous test runner when used with pytest-..,,https://github.com/tarpas/pytest-testmon,https://github.com/tarpas/pytest-testmon,AGPL-3.0,2015-02-02 14:21:10.000,2023-09-03 20:47:47.000,2023-07-13 12:56:05,366.0,5.0,48.0,18.0,78.0,27.0,120.0,717.0,2023-07-13 13:22:05.000,2.0.12,45.0,24.0,26,True,,pytest-testmon,conda-forge/pytest-testmon,['pytest'],1162.0,1162.0,https://pypi.org/project/pytest-testmon,,,134662.0,135263.0,https://anaconda.org/conda-forge/pytest-testmon,2023-06-16 16:09:13.484,40295.0,3.0,,,,,,,,,,,,,,,,,
155,mypy-protobuf,dropbox/mypy-protobuf,linters,open source tools to generate mypy stubs from protobufs.,,https://github.com/nipunn1313/mypy-protobuf,https://github.com/nipunn1313/mypy-protobuf,Apache-2.0,2017-12-11 21:55:05.000,2023-09-27 08:42:01.000,2023-08-03 07:40:25,478.0,6.0,78.0,18.0,447.0,13.0,110.0,586.0,2023-07-29 00:23:21.000,3.5.0,41.0,37.0,26,True,nipunn1313/mypy-protobuf,mypy-protobuf,conda-forge/mypy-protobuf,,101.0,,https://pypi.org/project/mypy-protobuf,2023-07-29 00:23:21.000,101.0,1587427.0,1590803.0,https://anaconda.org/conda-forge/mypy-protobuf,2023-08-20 18:57:58.024,114795.0,2.0,,,,,,,,,,,,,,,,5.0,
156,interrogate,econchick/interrogate,documentation,Explain yourself! Interrogate a codebase for docstring coverage.,,https://github.com/econchick/interrogate,https://github.com/econchick/interrogate,MIT,2020-04-24 02:33:25.000,2023-09-27 15:35:38.000,2023-09-07 20:35:16,182.0,4.0,40.0,5.0,106.0,27.0,27.0,501.0,2021-09-10 23:05:20.000,1.5.0,14.0,12.0,26,True,,interrogate,,,5326.0,5148.0,https://pypi.org/project/interrogate,2021-09-10 23:05:20.000,178.0,96174.0,96174.0,,,,3.0,,,,,,,,,,,,,,,,,
157,pep8-naming,PyCQA/pep8-naming,linters,Naming Convention checker for Python.,,https://github.com/PyCQA/pep8-naming,https://github.com/PyCQA/pep8-naming,,2013-02-09 18:32:52.000,2023-06-16 13:15:30.349,2023-05-06 20:04:56,258.0,,138.0,16.0,123.0,16.0,78.0,466.0,2022-12-19 20:46:12.000,0.13.3,18.0,35.0,26,False,,pep8-naming,conda-forge/pep8-naming,,49630.0,49630.0,https://pypi.org/project/pep8-naming,,,1806394.0,1810123.0,https://anaconda.org/conda-forge/pep8-naming,2023-06-16 13:15:30.349,339352.0,2.0,,,,,,,,,,,,,,,,,
158,nitpick,andreoliwa/nitpick,linters,Enforce the same settings on multiple projects.,,https://github.com/andreoliwa/nitpick,https://github.com/andreoliwa/nitpick,MIT,2018-03-23 14:25:24.000,2023-09-28 11:19:35.000,2023-09-23 09:49:40,819.0,20.0,21.0,3.0,482.0,44.0,80.0,361.0,2023-08-19 01:46:45.000,0.34.0,52.0,16.0,26,True,,nitpick,,['flake8'],1265.0,1265.0,https://pypi.org/project/nitpick,,,20149.0,20149.0,,,,2.0,5.0,,,,,,,,,,,,,,,,
159,flake8-quotes,zheller/flake8-quotes,linters,Flake8 extension for checking quotes in python.,,https://github.com/zheller/flake8-quotes,https://github.com/zheller/flake8-quotes,MIT,2014-03-10 00:05:08.000,2023-06-16 13:20:50.267,2022-12-19 16:44:44,108.0,,33.0,4.0,65.0,6.0,44.0,167.0,,,15.0,32.0,26,True,,flake8-quotes,conda-forge/flake8-quotes,['flake8'],19611.0,19611.0,https://pypi.org/project/flake8-quotes,,,703207.0,711350.0,https://anaconda.org/conda-forge/flake8-quotes,2023-06-16 13:20:50.267,684076.0,2.0,,,,,,,,,,,,,,,,,
160,asteval,newville/asteval,ast,minimalistic evaluator of python expression using ast module.,,https://github.com/newville/asteval,https://github.com/newville/asteval,MIT,2012-03-31 22:10:33.000,2023-07-16 20:56:29.139,2023-07-16 18:20:44,535.0,23.0,38.0,10.0,57.0,3.0,61.0,163.0,2023-07-16 18:33:22.000,0.9.31,31.0,24.0,26,True,,asteval,conda-forge/asteval,,175.0,,https://pypi.org/project/asteval,2022-05-24 15:52:50.000,175.0,274596.0,285064.0,https://anaconda.org/conda-forge/asteval,2023-07-16 20:56:29.139,324513.0,3.0,,,,,,,,,,,,,,,,,
161,pandas-vet,deppen8/pandas-vet,linters,A plugin for Flake8 that checks pandas code.,,https://github.com/deppen8/pandas-vet,https://github.com/deppen8/pandas-vet,MIT,2019-02-25 05:19:51.000,2023-08-11 17:41:30.000,2023-08-11 15:07:51,233.0,44.0,17.0,6.0,83.0,10.0,41.0,156.0,2023-08-11 15:10:29.000,2023.8.2,7.0,14.0,26,True,,pandas-vet,conda-forge/pandas-vet,['flake8'],399.0,399.0,https://pypi.org/project/pandas-vet,,,74981.0,75848.0,https://anaconda.org/conda-forge/pandas-vet,2023-08-11 17:40:05.281,16460.0,2.0,71.0,,,,,,,,,,,,,,,,
162,MonkeyType,Instagram/MonkeyType,refactoring,A Python library that generates static type annotations by collecting runtime types.,,https://github.com/Instagram/MonkeyType,https://github.com/Instagram/MonkeyType,BSD-3-Clause,2017-07-11 00:19:00.000,2023-09-21 19:22:32.000,2023-09-21 19:22:19,335.0,5.0,160.0,55.0,132.0,40.0,135.0,4362.0,2023-03-20 14:10:04.829,23.3.0,23.0,47.0,25,True,,monkeytype,conda-forge/monkeytype,,26.0,,https://pypi.org/project/monkeytype,2022-02-18 23:46:48.000,26.0,54122.0,54922.0,https://anaconda.org/conda-forge/monkeytype,2023-06-16 16:09:34.593,54446.0,2.0,,,,,,,,,,,,,,,,,
163,uiautomator,xiaocong/uiautomator,testing,Python wrapper of Android uiautomator test tool.,,https://github.com/xiaocong/uiautomator,https://github.com/xiaocong/uiautomator,MIT,2013-08-18 03:38:50.000,2023-02-28 00:25:02.000,2020-11-16 01:36:32,316.0,,619.0,156.0,35.0,166.0,119.0,1943.0,2017-02-20 12:00:41.000,0.2.7,1.0,13.0,25,False,,uiautomator,,,254.0,254.0,https://pypi.org/project/uiautomator,,,22975.0,22975.0,,,,3.0,,,,,,,,,,,,,,,,,
164,dephell,dephell/dephell,dependency-managers,"Python project management. Manage packages: convert between formats, lock, install, resolve, isolate, test, build..",,https://github.com/dephell/dephell,https://github.com/dephell/dephell,MIT,2018-08-31 17:39:18.000,2021-01-11 21:31:40.000,2021-01-11 21:31:39,2145.0,,113.0,26.0,221.0,100.0,161.0,1758.0,2020-04-28 06:31:17.000,.0.8.3,11.0,37.0,25,False,,dephell,,,821.0,821.0,https://pypi.org/project/dephell,,,3550.0,3554.0,,,,3.0,249.0,,,,,,,,,,,,,,,,
165,Bowler,facebookincubator/Bowler,refactoring,Safe code refactoring for modern Python.,,https://github.com/facebookincubator/Bowler,https://github.com/facebookincubator/Bowler,MIT,2018-06-07 21:44:17.000,2023-09-26 20:28:23.000,2023-01-20 18:08:14,186.0,,96.0,35.0,76.0,44.0,34.0,1489.0,2020-09-17 01:55:39.000,0.9.0,8.0,27.0,25,True,,bowler,conda-forge/bowler,,13.0,,https://pypi.org/project/bowler,2020-09-17 01:55:39.000,13.0,82748.0,83049.0,https://anaconda.org/conda-forge/bowler,2023-06-16 16:11:48.791,17467.0,2.0,,,,,,,,,,,,,,,,,
166,stackprinter,cknd/stackprinter,logging,Debugging-friendly exceptions for Python.,,https://github.com/cknd/stackprinter,https://github.com/cknd/stackprinter,MIT,2018-09-05 10:58:47.000,2023-08-31 12:24:27.000,2023-02-20 18:24:13,204.0,,35.0,8.0,35.0,6.0,21.0,1253.0,2022-11-24 20:29:05.000,0.2.10,7.0,7.0,25,True,,stackprinter,conda-forge/stackprinter,,299.0,299.0,https://pypi.org/project/stackprinter,,,312109.0,312261.0,https://anaconda.org/conda-forge/stackprinter,2023-06-16 16:15:48.838,7777.0,3.0,,,,,,,,,,,,,,,,,
167,mkdocs-awesome-pages-plugin,lukasgeiter/mkdocs-awesome-pages-plugin,documentation,An MkDocs plugin that simplifies configuring page titles and their order.,,https://github.com/lukasgeiter/mkdocs-awesome-pages-plugin,https://github.com/lukasgeiter/mkdocs-awesome-pages-plugin,MIT,2018-02-06 21:09:24.000,2023-08-19 21:30:00.000,2023-08-19 21:19:39,96.0,5.0,29.0,7.0,17.0,14.0,55.0,365.0,2023-08-19 21:31:54.000,2.9.2,24.0,7.0,25,True,,mkdocs-awesome-pages-plugin,,['mkdocs'],3213.0,3213.0,https://pypi.org/project/mkdocs-awesome-pages-plugin,,,156421.0,156421.0,,,,3.0,,,,,,,,,,,,,,,,,
168,pytest-lazy-fixture,tvorog/pytest-lazy-fixture,testing,It helps to use fixtures in pytest.mark.parametrize.,,https://github.com/TvoroG/pytest-lazy-fixture,https://github.com/TvoroG/pytest-lazy-fixture,MIT,2016-09-29 23:52:48.000,2023-07-21 16:19:56.000,2022-01-27 10:32:34,98.0,,23.0,9.0,22.0,20.0,21.0,344.0,2020-02-01 18:04:00.000,0.6.3,12.0,9.0,25,False,,pytest-lazy-fixture,conda-forge/pytest-lazy-fixture,['pytest'],2178.0,2028.0,https://pypi.org/project/pytest-lazy-fixture,2020-02-01 18:04:00.000,150.0,462600.0,469398.0,https://anaconda.org/conda-forge/pytest-lazy-fixture,2023-06-16 13:24:44.425,523502.0,3.0,,,,,,,,,,,,,,,,,
169,check-manifest,mgedmin/check-manifest,linters,Tool to check the completeness of MANIFEST.in for Python packages.,,https://github.com/mgedmin/check-manifest,https://github.com/mgedmin/check-manifest,MIT,2013-03-05 15:27:20.000,2023-09-07 10:28:58.000,2023-09-07 10:26:00,565.0,1.0,39.0,6.0,70.0,20.0,76.0,280.0,,,43.0,22.0,25,True,,check-manifest,conda-forge/check-manifest,,12662.0,9537.0,https://pypi.org/project/check-manifest,2022-12-05 08:17:08.785,3125.0,193525.0,195329.0,https://anaconda.org/conda-forge/check-manifest,2023-06-16 16:12:23.756,102833.0,3.0,,,,,,,,,,,,,,,,,
170,pytest-mypy,dbader/pytest-mypy,testing,Mypy static type checker plugin for Pytest.,,https://github.com/realpython/pytest-mypy,https://github.com/realpython/pytest-mypy,MIT,2016-09-29 14:39:23.000,2023-07-16 21:30:01.000,2023-05-08 06:33:29,274.0,,33.0,9.0,97.0,11.0,52.0,230.0,2022-12-18 18:46:32.000,0.10.3,13.0,16.0,25,True,realpython/pytest-mypy,pytest-mypy,conda-forge/pytest-mypy,['pytest'],3702.0,3702.0,https://pypi.org/project/pytest-mypy,,,242384.0,244378.0,https://anaconda.org/conda-forge/pytest-mypy,2023-06-16 19:18:02.883,85760.0,3.0,,,,,,,,,,,,,,,,,
171,data-science-types,predictive-analytics-lab/data-science-types,linters,"Mypy stubs, i.e., type information, for numpy, pandas and matplotlib.",,https://github.com/wearepal/data-science-types,https://github.com/wearepal/data-science-types,Apache-2.0,2019-09-20 11:45:49.000,2023-06-16 19:24:01.290,2021-02-16 17:29:00,446.0,,51.0,9.0,171.0,33.0,23.0,198.0,2021-02-16 16:47:31.000,0.2.23,26.0,44.0,25,False,wearepal/data-science-types,data-science-types,conda-forge/data-science-types,,1039.0,1039.0,https://pypi.org/project/data-science-types,,,118825.0,119109.0,https://anaconda.org/conda-forge/data-science-types,2023-06-16 19:24:01.290,9398.0,3.0,,,,,,,,,,,,,,,,,
