,name,github_id,category,description,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,release_count,contributor_count,projectrank,show,updated_github_id,open_issue_count,pypi_id,conda_id,labels,github_release_downloads,monthly_downloads,dependent_project_count,github_dependent_project_count,pypi_url,pypi_monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,projectrank_placing,pypi_latest_release_published_at,pypi_dependent_project_count,dockerhub_id,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,trending,npm_id,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,cargo_id,cargo_url,cargo_monthly_downloads,cargo_total_downloads,conda_forge
129,astor,berkerpeksag/astor,ast,Python AST read/write.,,https://github.com/berkerpeksag/astor,https://github.com/berkerpeksag/astor,BSD-3-Clause,2012-09-19 23:02:51.000,2024-01-11 17:49:41.000000,2024-01-11 17:49:41,266.0,1.0,98.0,24.0,110.0,79.0,768.0,2019-12-10 01:50:33.000,0.8.1,14.0,34.0,28,True,,40.0,astor,conda-forge/astor,,,6961811.0,2230.0,,https://pypi.org/project/astor,6934366.0,https://anaconda.org/conda-forge/astor,2023-06-16 13:23:08.435,2277983.0,2.0,2019-12-10 01:50:33.000,2230.0,,,,,,,,,,,,,,,,
130,buildout,buildout/buildout,build-tools,Buildout is a deployment automation tool written in and extended with Python.,,https://github.com/buildout/buildout,https://github.com/buildout/buildout,ZPL-2.1,2012-03-25 21:47:18.000,2024-01-29 16:09:18.000000,2022-11-08 15:07:52,1711.0,,172.0,53.0,280.0,233.0,568.0,2023-02-03 17:52:32.253,2.13.7,125.0,93.0,28,False,,134.0,zc.buildout,conda-forge/zc.buildout,,,49822.0,1046.0,,https://pypi.org/project/zc.buildout,48739.0,https://anaconda.org/conda-forge/zc.buildout,2023-06-16 19:27:31.340,32519.0,3.0,2023-02-03 17:52:32.253,1046.0,,,,,,7.0,,,,,,,,,,
131,flake8-comprehensions,adamchainz/flake8-comprehensions,linters,A flake8 plugin to help you write better list/set/dict comprehensions.,,https://github.com/adamchainz/flake8-comprehensions,https://github.com/adamchainz/flake8-comprehensions,MIT,2016-04-05 12:15:56.000,2024-03-19 21:59:01.000000,2024-03-19 21:57:50,589.0,15.0,23.0,7.0,505.0,51.0,462.0,,,30.0,15.0,28,True,,6.0,flake8-comprehensions,conda-forge/flake8-comprehensions,['flake8'],,1291138.0,26437.0,26437.0,https://pypi.org/project/flake8-comprehensions,1273958.0,https://anaconda.org/conda-forge/flake8-comprehensions,2023-07-17 21:11:54.892,773105.0,2.0,,,,,,,,,,,,,,,,,,
132,py2app,ronaldoussoren/py2app,packaging,py2app is a Python setuptools command which will allow you to make standalone Mac OS X application bundles and plugins..,,https://github.com/ronaldoussoren/py2app,https://github.com/ronaldoussoren/py2app,MIT,2020-01-14 11:27:41.000,2024-03-18 16:47:57.000000,2023-04-16 08:34:06,854.0,,35.0,13.0,31.0,308.0,310.0,2024-01-26 10:05:23.000,0.28.7,49.0,31.0,28,True,,184.0,py2app,,,,30674.0,5569.0,4736.0,https://pypi.org/project/py2app,30674.0,,,,2.0,2024-01-26 10:05:23.000,833.0,,,,,,,,,,,,,,,,
133,flake8-eradicate,wemake-services/flake8-eradicate,linters,Flake8 plugin to find commented out or dead code.,,https://github.com/wemake-services/flake8-eradicate,https://github.com/wemake-services/flake8-eradicate,MIT,2018-09-21 06:58:51.000,2024-03-11 06:46:22.000000,2024-03-11 06:46:19,392.0,21.0,12.0,5.0,277.0,31.0,304.0,2022-09-20 20:06:30.000,1.4.0,15.0,16.0,28,True,,8.0,flake8-eradicate,conda-forge/flake8-eradicate,['flake8'],,753778.0,18391.0,18391.0,https://pypi.org/project/flake8-eradicate,753383.0,https://anaconda.org/conda-forge/flake8-eradicate,2023-06-01 15:43:14.086,13838.0,2.0,,,,,,,,,,,,,,,,,,
134,typed_ast,python/typed_ast,ast,Modified fork of CPythons ast module that parses `# type:` comments.,,https://github.com/python/typed_ast,https://github.com/python/typed_ast,Apache-2.0,2016-02-16 22:40:09.000,2023-09-22 19:48:21.052000,2023-07-03 22:55:34,205.0,,57.0,20.0,109.0,86.0,226.0,2023-07-04 18:38:08.820,1.5.5,35.0,26.0,28,True,,1.0,typed_ast,conda-forge/typed-ast,,,7292080.0,5554.0,,https://pypi.org/project/typed_ast,7139152.0,https://anaconda.org/conda-forge/typed-ast,2023-09-22 19:48:21.052,6270064.0,2.0,2023-07-04 18:38:08.820,5554.0,,,,,,,,,,,,,,,,
135,astunparse,simonpercivall/astunparse,ast,An AST unparser for Python.,,https://github.com/simonpercivall/astunparse,https://github.com/simonpercivall/astunparse,BSD-3-Clause,2014-03-31 15:34:54.000,2023-08-18 23:41:57.000000,2019-12-22 18:11:19,86.0,,51.0,9.0,37.0,22.0,214.0,2019-12-22 18:12:11.000,1.6.3,11.0,10.0,28,False,,25.0,astunparse,conda-forge/astunparse,,,12077309.0,104968.0,104480.0,https://pypi.org/project/astunparse,12050969.0,https://anaconda.org/conda-forge/astunparse,2023-06-16 13:24:50.388,2133613.0,2.0,2019-12-22 18:12:11.000,488.0,,,,,,,,,,,,,,,,
136,icecream,gruns/icecream,debugging,Never use print() to debug again.,,https://github.com/gruns/icecream,https://github.com/gruns/icecream,MIT,2018-02-13 18:56:12.000,2024-02-28 14:53:45.000000,2024-02-01 01:02:12,272.0,1.0,176.0,50.0,54.0,71.0,8325.0,2022-07-21 09:17:39.000,2.1.3,7.0,21.0,27,True,,53.0,icecream,conda-forge/icecream,,,1154122.0,21.0,21.0,https://pypi.org/project/icecream,1153182.0,https://anaconda.org/conda-forge/icecream,2023-06-16 19:25:30.341,32914.0,3.0,,,,,,,,,,,,,,,,,,
137,PyOxidizer,indygreg/PyOxidizer,packaging,A modern Python application packaging and distribution tool.,,https://github.com/indygreg/PyOxidizer,https://github.com/indygreg/PyOxidizer,MPL-2.0,2018-12-18 23:32:13.000,2024-03-08 16:37:42.000000,2023-01-21 22:38:30,6697.0,,216.0,63.0,131.0,237.0,5136.0,2022-12-30 01:38:05.000,pyoxidizer/0.24.0,22.0,54.0,27,False,,317.0,pyoxidizer,,,13967.0,20698.0,152.0,152.0,https://pypi.org/project/pyoxidizer,20419.0,,,,3.0,,,,,,,,,,,,,,,,,,
138,cx_Freeze,marcelotduarte/cx_Freeze,packaging,"Create standalone executables from Python scripts, with the same performance and is cross-platform.",,https://github.com/marcelotduarte/cx_Freeze,https://github.com/marcelotduarte/cx_Freeze,,2017-01-22 04:25:52.000,2024-03-21 06:11:28.000000,2024-03-21 05:36:13,1902.0,97.0,204.0,27.0,1251.0,867.0,1233.0,2024-03-16 04:41:57.000,6.15.16,72.0,109.0,27,True,,51.0,cx_freeze,conda-forge/cx_freeze,,,146673.0,,,https://pypi.org/project/cx_freeze,140287.0,https://anaconda.org/conda-forge/cx_freeze,2024-03-16 05:37:39.975,293772.0,3.0,,,,,,,,,,,,,,,,,,
139,wily,tonybaloney/wily,code-metrics,"A Python application for tracking, reporting on timing and complexity in Python code.",,https://github.com/tonybaloney/wily,https://github.com/tonybaloney/wily,Apache-2.0,2018-10-11 22:12:25.000,2024-01-15 12:54:13.000000,2023-10-11 03:48:44,905.0,,56.0,25.0,124.0,73.0,1173.0,2023-10-11 03:48:57.000,1.25.0,52.0,24.0,27,True,,35.0,wily,,,,22399.0,225.0,216.0,https://pypi.org/project/wily,22399.0,,,,3.0,2023-10-11 03:48:57.000,9.0,,,,,,,,,,,,,,,,
140,pytest-testmon,tarpas/pytest-testmon,testing,Selects tests affected by changed files. Executes the right tests first. Continuous test runner when used with pytest-..,,https://github.com/tarpas/pytest-testmon,https://github.com/tarpas/pytest-testmon,MIT,2015-02-02 14:21:10.000,2024-03-13 19:30:08.000000,2024-02-27 17:23:57,380.0,4.0,50.0,17.0,80.0,126.0,773.0,2024-02-27 17:32:19.000,2.1.1,51.0,25.0,27,True,,26.0,pytest-testmon,conda-forge/pytest-testmon,['pytest'],,206946.0,1228.0,1228.0,https://pypi.org/project/pytest-testmon,206387.0,https://anaconda.org/conda-forge/pytest-testmon,2023-06-16 16:09:13.484,40856.0,3.0,,,,,,,,,,,,,,,,,,
141,PyHamcrest,hamcrest/PyHamcrest,testing,Hamcrest matchers for Python.,,https://github.com/hamcrest/PyHamcrest,https://github.com/hamcrest/PyHamcrest,,2010-12-24 02:55:56.000,2024-03-18 23:05:56.000000,2024-01-18 10:45:13,649.0,2.0,107.0,25.0,162.0,65.0,740.0,2023-10-22 15:51:05.000,V2.1.0,25.0,43.0,27,False,,21.0,pyhamcrest,conda-forge/pyhamcrest,,,1660625.0,39065.0,37206.0,https://pypi.org/project/pyhamcrest,1655519.0,https://anaconda.org/conda-forge/pyhamcrest,2023-06-16 13:17:20.732,480021.0,3.0,2023-10-22 15:47:25.000,1859.0,,,,,,,,,,,,,,,,
142,blacken-docs,asottile/blacken-docs,documentation,Run `black` on python code blocks in documentation files.,,https://github.com/adamchainz/blacken-docs,https://github.com/adamchainz/blacken-docs,MIT,2018-06-03 02:48:01.000,2024-03-19 21:58:57.000000,2024-03-19 21:57:48,404.0,20.0,40.0,9.0,250.0,66.0,596.0,2023-08-16 08:58:38.000,1.16.0,26.0,21.0,27,True,adamchainz/blacken-docs,9.0,blacken-docs,conda-forge/blacken-docs,,,158854.0,930.0,874.0,https://pypi.org/project/blacken-docs,158095.0,https://anaconda.org/conda-forge/blacken-docs,2023-08-16 10:40:14.275,33406.0,3.0,2023-08-16 08:58:38.000,56.0,,,,,,,,,,,,,,,,
143,pytest-randomly,pytest-dev/pytest-randomly,testing,Pytest plugin to randomly order tests and control random.seed.,,https://github.com/pytest-dev/pytest-randomly,https://github.com/pytest-dev/pytest-randomly,MIT,2016-04-08 15:48:10.000,2024-03-19 21:59:06.000000,2024-03-19 21:57:50,623.0,17.0,29.0,5.0,548.0,55.0,577.0,,,8.0,20.0,27,True,,7.0,pytest-randomly,conda-forge/pytest-randomly,,,2714214.0,8108.0,8108.0,https://pypi.org/project/pytest-randomly,2708020.0,https://anaconda.org/conda-forge/pytest-randomly,2023-08-15 20:36:31.270,179640.0,3.0,,,,,,,,,,,,,,,,,,
144,docformatter,myint/docformatter,formatters,Formats docstrings to follow PEP 257.,,https://github.com/PyCQA/docformatter,https://github.com/PyCQA/docformatter,MIT,2012-05-26 21:40:48.000,2024-02-27 16:36:54.000000,2023-10-15 16:08:38,586.0,,57.0,9.0,124.0,129.0,496.0,2023-07-12 01:47:02.331,1.7.5,62.0,30.0,27,True,PyCQA/docformatter,22.0,docformatter,conda-forge/docformatter,,11.0,570515.0,3568.0,3398.0,https://pypi.org/project/docformatter,567762.0,https://anaconda.org/conda-forge/docformatter,2023-07-18 03:59:16.364,115620.0,3.0,2023-07-12 01:47:02.331,170.0,,,,,,,,,,,,,,,,
145,pep8-naming,PyCQA/pep8-naming,linters,Naming Convention checker for Python.,,https://github.com/PyCQA/pep8-naming,https://github.com/PyCQA/pep8-naming,,2013-02-09 18:32:52.000,2023-11-07 04:28:34.000000,2023-11-07 04:28:34,266.0,,166.0,16.0,130.0,79.0,487.0,2022-12-19 20:46:12.000,0.13.3,18.0,36.0,27,False,,17.0,pep8-naming,conda-forge/pep8-naming,,,2310906.0,52459.0,52459.0,https://pypi.org/project/pep8-naming,2307132.0,https://anaconda.org/conda-forge/pep8-naming,2023-06-16 13:15:30.349,366103.0,2.0,,,,,,,,,,,,,,,,,,
146,darglint,terrencepreilly/darglint,linters,A python documentation linter which checks that the docstring description matches the definition.,,https://github.com/terrencepreilly/darglint,https://github.com/terrencepreilly/darglint,MIT,2017-09-25 14:11:21.000,2023-06-16 16:17:00.951000,2021-10-18 03:34:23,504.0,,40.0,7.0,61.0,95.0,481.0,,,18.0,22.0,27,False,,56.0,darglint,conda-forge/darglint,,,538539.0,20622.0,20622.0,https://pypi.org/project/darglint,536985.0,https://anaconda.org/conda-forge/darglint,2023-06-16 16:17:00.951,83920.0,2.0,,,,,,,,,,,,,,,,,,
147,wasabi,ines/wasabi,logging,A lightweight console printing and formatting toolkit.,,https://github.com/explosion/wasabi,https://github.com/explosion/wasabi,MIT,2018-11-17 14:40:55.000,2023-11-03 14:34:37.000000,2023-11-03 14:34:37,258.0,,25.0,14.0,35.0,5.0,436.0,2023-06-07 07:37:46.000,1.1.2,41.0,14.0,27,True,explosion/wasabi,4.0,wasabi,conda-forge/wasabi,,,6101057.0,42338.0,42007.0,https://pypi.org/project/wasabi,6080047.0,https://anaconda.org/conda-forge/wasabi,2023-06-07 10:00:19.970,1281645.0,3.0,2023-06-07 07:36:02.865,331.0,,,,,,,,,,,,,,,,
148,pytest-mypy,dbader/pytest-mypy,testing,Mypy static type checker plugin for Pytest.,,https://github.com/realpython/pytest-mypy,https://github.com/realpython/pytest-mypy,MIT,2016-09-29 14:39:23.000,2024-03-12 22:01:39.000000,2024-03-12 22:01:39,291.0,17.0,32.0,9.0,103.0,54.0,241.0,2022-12-18 18:46:32.000,0.10.3,13.0,16.0,27,True,realpython/pytest-mypy,10.0,pytest-mypy,conda-forge/pytest-mypy,['pytest'],,402490.0,3959.0,3959.0,https://pypi.org/project/pytest-mypy,400541.0,https://anaconda.org/conda-forge/pytest-mypy,2023-06-16 19:18:02.883,95540.0,3.0,,,,,,,,,,,,,,,,,,
149,flake8-quotes,zheller/flake8-quotes,linters,Flake8 extension for checking quotes in python.,,https://github.com/zheller/flake8-quotes,https://github.com/zheller/flake8-quotes,MIT,2014-03-10 00:05:08.000,2024-02-15 11:36:51.000000,2024-02-10 21:52:43,112.0,4.0,33.0,5.0,67.0,45.0,174.0,,,16.0,33.0,27,True,,6.0,flake8-quotes,conda-forge/flake8-quotes,['flake8'],,782695.0,21058.0,21058.0,https://pypi.org/project/flake8-quotes,760513.0,https://anaconda.org/conda-forge/flake8-quotes,2024-02-10 23:02:56.593,687658.0,2.0,,,,,,,,,,,,,,,,,,
150,gast,serge-sans-paille/gast,ast,Python AST that abstracts the underlying Python version.,,https://github.com/serge-sans-paille/gast,https://github.com/serge-sans-paille/gast,BSD-3-Clause,2016-07-18 10:39:07.000,2023-12-19 18:16:42.000000,2023-12-19 18:16:42,104.0,,32.0,13.0,48.0,34.0,134.0,2023-04-29 19:44:01.995,0.5.4,21.0,10.0,27,True,,2.0,gast,conda-forge/gast,,,19387596.0,152141.0,150171.0,https://pypi.org/project/gast,19327045.0,https://anaconda.org/conda-forge/gast,2023-07-03 07:21:35.215,2603714.0,3.0,2023-04-29 19:44:01.995,1970.0,,,,,,,,,,,,,,,,
151,MonkeyType,Instagram/MonkeyType,refactoring,A Python library that generates static type annotations by collecting runtime types.,,https://github.com/Instagram/MonkeyType,https://github.com/Instagram/MonkeyType,BSD-3-Clause,2017-07-11 00:19:00.000,2024-02-06 19:06:53.000000,2024-02-06 19:06:50,340.0,4.0,167.0,55.0,144.0,138.0,4504.0,2023-03-20 14:10:04.829,23.3.0,23.0,49.0,26,True,,43.0,monkeytype,conda-forge/monkeytype,,,206977.0,29.0,,https://pypi.org/project/monkeytype,206203.0,https://anaconda.org/conda-forge/monkeytype,2023-06-16 16:09:34.593,57344.0,2.0,2023-03-20 14:10:04.829,29.0,,,,,,,,,,,,,,,,
152,rebound,shobrook/rebound,logging,Command-line tool that instantly fetches Stack Overflow results when an exception is thrown.,,https://github.com/shobrook/rebound,https://github.com/shobrook/rebound,MIT,2018-02-28 04:47:03.000,2024-02-19 22:32:09.133000,2022-02-16 05:16:40,168.0,,383.0,77.0,41.0,38.0,4060.0,2024-02-19 16:29:18.000,4.3.2,219.0,16.0,26,False,,24.0,rebound,conda-forge/rebound,,237.0,18754.0,51.0,25.0,https://pypi.org/project/rebound,11515.0,https://anaconda.org/conda-forge/rebound,2024-02-19 22:32:09.133,332874.0,3.0,2024-02-19 16:29:18.000,26.0,,,,,,4.0,,,,,,,,,,
153,factory_boy,FactoryBoy/factory_boy,testing,A test fixtures replacement for Python.,,https://github.com/FactoryBoy/factory_boy,https://github.com/FactoryBoy/factory_boy,MIT,2011-05-11 08:26:59.000,2024-03-19 13:08:26.000000,2024-03-18 07:19:22,1004.0,8.0,372.0,41.0,500.0,400.0,3382.0,,,11.0,131.0,26,True,,167.0,factory_boy,conda-forge/factory_boy,,,4178201.0,,,https://pypi.org/project/factory_boy,4174825.0,https://anaconda.org/conda-forge/factory_boy,2023-07-19 13:42:09.417,141815.0,3.0,,,,,,,,,,,,,,,,,,
154,uiautomator,xiaocong/uiautomator,testing,Python wrapper of Android uiautomator test tool.,,https://github.com/xiaocong/uiautomator,https://github.com/xiaocong/uiautomator,MIT,2013-08-18 03:38:50.000,2023-02-28 00:25:02.000000,2020-11-16 01:36:32,316.0,,636.0,159.0,35.0,119.0,1984.0,2020-11-16 03:43:07.000,1.0.2,41.0,13.0,26,False,,183.0,uiautomator,,,,28526.0,334.0,266.0,https://pypi.org/project/uiautomator,28526.0,,,,3.0,2020-11-16 03:43:07.000,68.0,,,,,,,,,,,,,,,,
155,tabulate,astanin/python-tabulate,logging,"Pretty-print tabular data in Python, a library and a command-line utility. Repository migrated from..",,https://github.com/astanin/python-tabulate,https://github.com/astanin/python-tabulate,MIT,2016-05-01 20:47:06.376,2024-03-04 21:25:36.000000,2023-04-30 10:08:19,610.0,,149.0,22.0,102.0,133.0,1945.0,,,13.0,84.0,26,True,,80.0,tabulate,conda-forge/tabulate,,,61120557.0,,,https://pypi.org/project/tabulate,61052085.0,https://anaconda.org/conda-forge/tabulate,2023-06-16 13:16:13.524,6436458.0,3.0,,,,,,,,,,,,,,,,,,
156,stackprinter,cknd/stackprinter,logging,Debugging-friendly exceptions for Python.,,https://github.com/cknd/stackprinter,https://github.com/cknd/stackprinter,MIT,2018-09-05 10:58:47.000,2024-03-13 20:07:59.000000,2024-03-13 19:34:35,215.0,5.0,37.0,8.0,38.0,25.0,1268.0,2024-03-13 19:35:33.000,0.2.12,9.0,7.0,26,True,,6.0,stackprinter,conda-forge/stackprinter,,,324807.0,334.0,334.0,https://pypi.org/project/stackprinter,324639.0,https://anaconda.org/conda-forge/stackprinter,2023-06-16 16:15:48.838,9606.0,3.0,,,,,,,,,,,,,,,,,,
157,sphinx-bootstrap-theme,ryan-roemer/sphinx-bootstrap-theme,documentation,Sphinx Bootstrap Theme.,,https://github.com/ryan-roemer/sphinx-bootstrap-theme,https://github.com/ryan-roemer/sphinx-bootstrap-theme,MIT,2011-12-07 14:53:00.000,2022-02-28 16:14:56.000000,2022-02-03 20:25:55,403.0,,213.0,24.0,95.0,83.0,587.0,2022-02-03 20:27:24.000,0.8.1,58.0,39.0,26,False,,56.0,sphinx-bootstrap-theme,,['sphinx'],,118075.0,634.0,,https://pypi.org/project/sphinx-bootstrap-theme,118075.0,,,,3.0,2022-02-03 20:27:24.000,634.0,,,,,,,,,,,,,,,,
158,interrogate,econchick/interrogate,documentation,Explain yourself! Interrogate a codebase for docstring coverage.,,https://github.com/econchick/interrogate,https://github.com/econchick/interrogate,MIT,2020-04-24 02:33:25.000,2024-02-05 20:44:11.000000,2023-09-07 20:35:16,182.0,,42.0,5.0,108.0,27.0,533.0,2021-09-10 23:05:20.000,1.5.0,14.0,12.0,26,True,,30.0,interrogate,,,,140555.0,6266.0,6071.0,https://pypi.org/project/interrogate,140555.0,,,,3.0,2021-09-10 23:05:20.000,195.0,,,,,,,,,,,,,,,,
159,Mamba Test Runner,nestorsalceda/mamba,testing,The definitive testing tool for Python. Born under the banner of Behavior Driven Development (BDD).,,https://github.com/nestorsalceda/mamba,https://github.com/nestorsalceda/mamba,MIT,2013-03-12 18:53:42.000,2023-11-09 15:31:43.000000,2023-11-09 15:30:55,473.0,,64.0,23.0,86.0,52.0,514.0,2023-11-09 15:31:52.000,0.11.3,8.0,23.0,26,True,,29.0,mamba,,,,8799.0,933.0,933.0,https://pypi.org/project/mamba,8799.0,,,,3.0,,,,,,,,,,,,,,,,,,
160,paver,paver/paver,build-tools,Python-based project scripting.,,https://github.com/paver/paver,https://github.com/paver/paver,BSD-3-Clause,2010-11-11 09:43:52.000,2024-03-01 11:47:43.000000,2023-04-16 21:21:14,535.0,,83.0,13.0,88.0,93.0,455.0,2017-12-31 01:13:41.000,1.3.4,28.0,46.0,26,True,,41.0,paver,conda-forge/paver,,,89304.0,962.0,,https://pypi.org/project/paver,88984.0,https://anaconda.org/conda-forge/paver,2023-06-16 13:19:05.560,28185.0,3.0,2017-12-31 01:13:41.000,962.0,,,,,,9.0,,,,,,,,,,
161,flake8-import-order,PyCQA/flake8-import-order,linters,Flake8 plugin that checks import order against various Python Style Guides.,,https://github.com/PyCQA/flake8-import-order,https://github.com/PyCQA/flake8-import-order,LGPL-3.0,2014-03-16 12:46:09.000,2024-02-08 12:24:35.000000,2023-09-13 20:26:49,293.0,,71.0,10.0,102.0,90.0,277.0,2022-11-26 20:15:35.517,0.18.2,35.0,46.0,26,True,,12.0,flake8-import-order,conda-forge/flake8-import-order,['flake8'],,637000.0,1275.0,,https://pypi.org/project/flake8-import-order,634209.0,https://anaconda.org/conda-forge/flake8-import-order,2023-06-16 13:24:07.930,245650.0,3.0,2022-11-26 20:15:35.517,1275.0,,,,,,,,,,,,,,,,
162,flake8-isort,gforcada/flake8-isort,linters,flake8 plugin that integrates isort.,,https://github.com/gforcada/flake8-isort,https://github.com/gforcada/flake8-isort,GPL-2.0,2015-09-12 19:25:34.000,2023-12-22 19:33:33.000000,2023-11-03 11:07:13,382.0,,111.0,9.0,95.0,56.0,165.0,,,14.0,38.0,26,True,,1.0,flake8-isort,conda-forge/flake8-isort,['flake8'],,1232395.0,25664.0,25664.0,https://pypi.org/project/flake8-isort,1231069.0,https://anaconda.org/conda-forge/flake8-isort,2023-11-03 12:57:59.437,58364.0,3.0,,,,,,,,,,,,,,,,,,
163,dephell,dephell/dephell,dependency-managers,"Python project management. Manage packages: convert between formats, lock, install, resolve, isolate, test, build..",,https://github.com/dephell/dephell,https://github.com/dephell/dephell,MIT,2018-08-31 17:39:18.000,2021-01-11 21:31:40.000000,2021-01-11 21:31:39,2145.0,,118.0,26.0,221.0,161.0,1767.0,2020-04-28 06:31:17.000,.0.8.3,30.0,37.0,25,False,,107.0,dephell,,,256.0,3092.0,843.0,826.0,https://pypi.org/project/dephell,3088.0,,,,3.0,2020-04-28 06:31:03.273,17.0,,,,,,,,,,,,,,,,
164,Diamond,python-diamond/Diamond,profiling,Diamond is a python daemon that collects system metrics and publishes them to Graphite (and others). It is capable of..,,https://github.com/python-diamond/Diamond,https://github.com/python-diamond/Diamond,MIT,2013-10-11 23:32:13.000,2023-11-01 17:50:44.000000,2023-11-01 17:50:44,3337.0,,570.0,90.0,534.0,170.0,1729.0,,,,387.0,25,True,,66.0,diamond,,,,7191.0,166.0,166.0,https://pypi.org/project/diamond,7191.0,,,,3.0,,,,,,,,,,,,,,,,,,
165,pybuilder,pybuilder/pybuilder,build-tools,Software build automation tool for Python.,,https://github.com/pybuilder/pybuilder,https://github.com/pybuilder/pybuilder,Apache-2.0,2012-07-23 11:38:06.000,2024-02-14 23:16:54.140000,2024-02-14 21:07:00,1426.0,2.0,239.0,91.0,388.0,424.0,1630.0,2024-02-14 21:08:22.000,0.13.11,12.0,39.0,25,True,,88.0,pybuilder,conda-forge/pybuilder,,,29874.0,,,https://pypi.org/project/pybuilder,27580.0,https://anaconda.org/conda-forge/pybuilder,2024-02-14 23:16:54.140,64256.0,3.0,,,,,,,,,,,,,,,,,,
166,green,CleanCut/green,testing,"Green is a clean, colorful, fast python test runner.",,https://github.com/CleanCut/green,https://github.com/CleanCut/green,MIT,2014-04-01 20:08:18.000,2024-02-15 16:38:01.000000,2024-02-15 16:36:51,1141.0,32.0,73.0,24.0,91.0,178.0,782.0,2024-02-15 16:38:01.000,4.0.1,49.0,39.0,25,True,,6.0,green,conda-forge/green,,,19748.0,,,https://pypi.org/project/green,16690.0,https://anaconda.org/conda-forge/green,2023-09-28 06:00:07.530,134555.0,3.0,,,,,,,,,,,,,,,,,,
167,mkdocs-awesome-pages-plugin,lukasgeiter/mkdocs-awesome-pages-plugin,documentation,An MkDocs plugin that simplifies configuring page titles and their order.,,https://github.com/lukasgeiter/mkdocs-awesome-pages-plugin,https://github.com/lukasgeiter/mkdocs-awesome-pages-plugin,MIT,2018-02-06 21:09:24.000,2024-03-09 15:45:13.000000,2024-03-09 15:37:17,100.0,3.0,32.0,8.0,20.0,63.0,423.0,2023-08-19 21:31:54.000,2.9.2,24.0,8.0,25,True,,18.0,mkdocs-awesome-pages-plugin,,['mkdocs'],,205741.0,3958.0,3958.0,https://pypi.org/project/mkdocs-awesome-pages-plugin,205741.0,,,,3.0,,,,,,,,,,,,,,,,,,
168,nitpick,andreoliwa/nitpick,linters,Enforce the same settings on multiple projects.,,https://github.com/andreoliwa/nitpick,https://github.com/andreoliwa/nitpick,MIT,2018-03-23 14:25:24.000,2024-03-19 17:36:21.000000,2024-01-25 10:24:01,869.0,8.0,22.0,5.0,515.0,82.0,382.0,2023-12-31 16:40:33.000,0.35.0,53.0,16.0,25,True,,48.0,nitpick,,['flake8'],5.0,41448.0,1297.0,1297.0,https://pypi.org/project/nitpick,41448.0,,,,3.0,,,,,,,,,,,,,,,,,,
169,check-manifest,mgedmin/check-manifest,linters,Tool to check the completeness of MANIFEST.in for Python packages.,,https://github.com/mgedmin/check-manifest,https://github.com/mgedmin/check-manifest,MIT,2013-03-05 15:27:20.000,2023-12-18 11:42:17.000000,2023-12-18 11:40:52,570.0,,37.0,7.0,71.0,77.0,284.0,,,11.0,22.0,25,True,,20.0,check-manifest,conda-forge/check-manifest,,,330921.0,9995.0,9995.0,https://pypi.org/project/check-manifest,329155.0,https://anaconda.org/conda-forge/check-manifest,2023-06-16 16:12:23.756,111299.0,3.0,,,,,,,,,,,,,,,,,,
170,hacking,openstack/hacking,linters,OpenStack Hacking Style Checks. Mirror of code maintained at opendev.org.,,https://github.com/openstack/hacking,https://github.com/openstack/hacking,Apache-2.0,2013-03-26 21:09:28.000,2024-01-31 08:37:53.000000,2024-01-31 04:04:12,1074.0,1.0,47.0,33.0,7.0,,234.0,,,,188.0,25,True,,,hacking,,['flake8'],,111194.0,7241.0,7241.0,https://pypi.org/project/hacking,111194.0,,,,3.0,,,,,,,,,,,,,,,,,,
171,data-science-types,predictive-analytics-lab/data-science-types,linters,"Mypy stubs, i.e., type information, for numpy, pandas and matplotlib.",,https://github.com/wearepal/data-science-types,https://github.com/wearepal/data-science-types,Apache-2.0,2019-09-20 11:45:49.000,2023-06-16 19:24:01.290000,2021-02-16 17:29:00,446.0,,52.0,10.0,171.0,23.0,200.0,2021-02-16 16:47:31.000,0.2.23,26.0,44.0,25,False,wearepal/data-science-types,33.0,data-science-types,conda-forge/data-science-types,,,67259.0,1141.0,1141.0,https://pypi.org/project/data-science-types,66960.0,https://anaconda.org/conda-forge/data-science-types,2023-06-16 19:24:01.290,11663.0,3.0,,,,,,,,,,,,,,,,,,
172,better-exceptions,Qix-/better-exceptions,logging,"Pretty and useful exceptions in Python, automatically.",,https://github.com/Qix-/better-exceptions,https://github.com/Qix-/better-exceptions,MIT,2017-03-12 11:23:04.000,2023-03-23 11:09:43.000000,2023-01-05 00:12:47,102.0,,207.0,69.0,56.0,47.0,4531.0,2021-01-29 16:48:55.000,0.3.3,16.0,17.0,24,False,,32.0,better-exceptions,,,,205901.0,95.0,,https://pypi.org/project/better-exceptions,205901.0,,,,3.0,2021-01-29 16:48:55.000,95.0,,,,,,,,,,,,,,,,
