,name,homepage,resource,description,category,projectrank,show,github_id,github_url,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,release_count,contributor_count,open_issue_count,conda_id,labels,pypi_id,dependent_project_count,github_dependent_project_count,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,projectrank_placing,trending,github_release_downloads,dockerhub_id,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,updated_github_id,npm_id,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,cargo_id,cargo_url,cargo_latest_release_published_at,cargo_monthly_downloads,cargo_total_downloads,conda_forge
123,Bpytop,https://github.com/aristocratos/bpytop,,Linux/OSX/FreeBSD resource monitor.,profiling,27,True,aristocratos/bpytop,https://github.com/aristocratos/bpytop,Apache-2.0,2020-07-01 17:41:25.000000,2022-01-02 03:47:38.000000,2021-12-22 19:22:48.000000,405.0,6.0,316.0,156.0,70.0,220.0,8158.0,2021-12-22 19:23:21.000000,1.0.68,53.0,35.0,59.0,,,bpytop,1.0,,https://pypi.org/project/bpytop,2021-12-22 19:23:21.000000,1.0,9893.0,9893.0,,,,3.0,,,,,,,,,,,,,,,,,,,
124,mamba,https://github.com/mamba-org/mamba,,The Fast Cross-Platform Package Manager.,dependency-managers,27,True,mamba-org/mamba,https://github.com/mamba-org/mamba,BSD-3-Clause,2019-03-05 13:05:10.000000,2022-01-13 13:10:39.000000,2022-01-11 09:30:43.000000,1628.0,144.0,137.0,35.0,689.0,485.0,2609.0,2021-11-22 09:01:26.000000,2021.11.19,84.0,66.0,199.0,conda-forge/mamba,,,,,,,,,52466.0,https://anaconda.org/conda-forge/mamba,2021-12-08 19:36:37.442000,1783868.0,3.0,,,,,,,,,,,,,,,,,,,
125,notifiers,https://github.com/liiight/notifiers,,The easy way to send notifications.,logging,27,True,liiight/notifiers,https://github.com/liiight/notifiers,MIT,2017-06-01 10:20:18.000000,2021-12-27 17:24:13.000000,2021-09-22 08:42:01.000000,426.0,,78.0,37.0,326.0,54.0,2053.0,2021-08-23 20:42:56.000000,1.3.0,26.0,16.0,38.0,,,notifiers,219.0,205.0,https://pypi.org/project/notifiers,2019-10-05 13:00:41.000000,14.0,299052.0,299052.0,,,,3.0,,,,,,,,,,,,,,,,,,,
126,pytest-testinfra,https://github.com/pytest-dev/pytest-testinfra,,Testinfra test your infrastructures.,testing,27,True,pytest-dev/pytest-testinfra,https://github.com/pytest-dev/pytest-testinfra,Apache-2.0,2015-03-15 20:49:52.000000,2021-12-07 23:35:21.000000,2021-12-07 23:35:16.000000,684.0,9.0,285.0,85.0,334.0,199.0,1992.0,2021-12-07 12:36:00.000000,6.5.0,6.0,107.0,116.0,,['pytest'],pytest-testinfra,4.0,,https://pypi.org/project/pytest-testinfra,2021-12-07 12:36:00.000000,4.0,115967.0,115967.0,,,,3.0,,,,,,,,,,,,,,,,,,,
127,uiautomator,https://github.com/xiaocong/uiautomator,,Python wrapper of Android uiautomator test tool.,testing,27,False,xiaocong/uiautomator,https://github.com/xiaocong/uiautomator,MIT,2013-08-18 03:38:50.000000,2021-12-01 06:29:43.000000,2020-11-16 01:36:32.000000,316.0,,594.0,157.0,33.0,117.0,1756.0,2020-11-16 03:43:07.000000,1.0.2,41.0,13.0,171.0,,,uiautomator,269.0,202.0,https://pypi.org/project/uiautomator,2020-11-16 03:43:07.000000,67.0,23324.0,23324.0,,,,3.0,,,,,,,,,,,,,,,,,,,
128,briefcase,https://github.com/beeware/briefcase,,Tools to support converting a Python project into a standalone native application.,packaging,27,True,beeware/briefcase,https://github.com/beeware/briefcase,BSD-3-Clause,2015-07-28 15:20:03.000000,2022-01-11 06:18:09.000000,2022-01-11 06:18:08.000000,1227.0,19.0,215.0,39.0,276.0,258.0,1285.0,2021-03-06 05:37:12.000000,0.3.5,36.0,88.0,112.0,,,briefcase,16.0,,https://pypi.org/project/briefcase,2021-03-06 05:37:12.000000,16.0,3324.0,3324.0,,,,2.0,,,,,,,,,,,,,,,,,,,
129,Yappi,https://github.com/sumerc/yappi,,"Yet Another Python Profiler, but this time thread&coroutine&greenlet aware.",profiling,27,True,sumerc/yappi,https://github.com/sumerc/yappi,MIT,2009-10-07 20:46:30.000000,2021-12-15 13:51:36.167000,2021-12-08 13:47:41.000000,655.0,8.0,53.0,11.0,42.0,38.0,790.0,2021-10-05 13:05:13.000000,1.3.3,19.0,27.0,17.0,conda-forge/yappi,,yappi,851.0,510.0,https://pypi.org/project/yappi,2021-12-15 13:51:36.167000,341.0,1050846.0,1052590.0,https://anaconda.org/conda-forge/yappi,2021-11-07 16:26:03.838000,95969.0,3.0,,,,,,,,,,,,,,,,,,,
130,pdoc3,https://github.com/pdoc3/pdoc,,Auto-generate API documentation for Python projects.,documentation,27,True,pdoc3/pdoc,https://github.com/pdoc3/pdoc,AGPL-3.0,2019-01-02 02:32:40.000000,2021-11-08 07:00:59.000000,2021-09-24 14:45:57.000000,569.0,,117.0,9.0,105.0,186.0,767.0,2021-08-03 14:51:19.000000,0.10.0,34.0,56.0,87.0,,,pdoc3,1327.0,1210.0,https://pypi.org/project/pdoc3,2021-08-03 14:51:19.000000,117.0,155548.0,155548.0,,,,2.0,,,,,,,,,,,,,,,,,,,
131,green,https://github.com/CleanCut/green,,"Green is a clean, colorful, fast python test runner.",testing,27,True,CleanCut/green,https://github.com/CleanCut/green,MIT,2014-04-01 20:08:18.000000,2022-01-12 19:09:22.000000,2022-01-12 19:06:08.000000,1055.0,7.0,74.0,23.0,71.0,168.0,718.0,2022-01-12 19:09:22.000000,3.4.0,142.0,37.0,2.0,conda-forge/green,,green,840.0,632.0,https://pypi.org/project/green,2022-01-12 19:09:22.000000,208.0,12470.0,14219.0,https://anaconda.org/conda-forge/green,2020-11-12 18:09:27.157000,90981.0,3.0,,,,,,,,,,,,,,,,,,,
132,mkdocstrings,https://github.com/mkdocstrings/mkdocstrings,,"Automatic documentation from sources, for MkDocs.",documentation,27,True,mkdocstrings/mkdocstrings,https://github.com/mkdocstrings/mkdocstrings,ISC,2019-12-09 18:09:09.000000,2021-12-28 21:56:42.000000,2021-12-28 21:55:11.000000,477.0,14.0,59.0,6.0,117.0,160.0,580.0,2021-12-27 17:59:42.000000,0.17.0,41.0,26.0,52.0,conda-forge/mkdocstrings,['mkdocs'],mkdocstrings,145.0,,https://pypi.org/project/mkdocstrings,2021-12-27 17:59:42.000000,145.0,89243.0,89998.0,https://anaconda.org/conda-forge/mkdocstrings,2021-12-28 00:30:39.821000,11326.0,2.0,,,,,,,,,,,,,,,,,,,
133,sphinx-bootstrap-theme,https://github.com/ryan-roemer/sphinx-bootstrap-theme,,Sphinx Bootstrap Theme.,documentation,27,True,ryan-roemer/sphinx-bootstrap-theme,https://github.com/ryan-roemer/sphinx-bootstrap-theme,MIT,2011-12-07 14:53:00.000000,2021-10-02 23:08:01.000000,2021-10-02 23:08:01.000000,396.0,,206.0,24.0,91.0,81.0,577.0,2021-09-12 03:26:49.000000,0.8.0,57.0,38.0,56.0,,['sphinx'],sphinx-bootstrap-theme,592.0,,https://pypi.org/project/sphinx-bootstrap-theme,2021-09-12 03:26:49.000000,592.0,283150.0,283150.0,,,,2.0,,,,,,,,,,,,,,,,,,,
134,darglint,https://github.com/terrencepreilly/darglint,,A python documentation linter which checks that the docstring description matches the definition.,linters,27,True,terrencepreilly/darglint,https://github.com/terrencepreilly/darglint,MIT,2017-09-25 14:11:21.000000,2022-01-05 16:47:01.000000,2021-10-18 03:34:23.000000,504.0,3.0,34.0,7.0,52.0,92.0,376.0,2021-10-18 03:40:35.000000,1.8.1,48.0,22.0,48.0,conda-forge/darglint,,darglint,1571.0,1518.0,https://pypi.org/project/darglint,2021-10-18 03:40:35.000000,53.0,199237.0,200241.0,https://anaconda.org/conda-forge/darglint,2021-11-05 17:11:34.449000,28135.0,3.0,,,,,,,,,,,,,,,,,,,
135,gast,https://github.com/serge-sans-paille/gast,,Python AST that abstracts the underlying Python version.,ast,27,True,serge-sans-paille/gast,https://github.com/serge-sans-paille/gast,BSD-3-Clause,2016-07-18 10:39:07.000000,2021-11-15 08:20:52.503000,2021-11-13 21:38:20.000000,92.0,2.0,25.0,10.0,40.0,25.0,118.0,2021-11-13 21:39:31.000000,0.5.3,20.0,10.0,1.0,conda-forge/gast,,gast,76127.0,74264.0,https://pypi.org/project/gast,2021-11-13 21:39:31.000000,1863.0,10494771.0,10525634.0,https://anaconda.org/conda-forge/gast,2021-11-15 08:20:52.503000,1358007.0,3.0,-2.0,,,,,,,,,,,,,,,,,,
136,alive-progress,https://github.com/rsalmei/alive-progress,,"A new kind of Progress Bar, with real-time throughput, ETA, and very cool animations!.",logging,26,True,rsalmei/alive-progress,https://github.com/rsalmei/alive-progress,MIT,2019-08-05 05:54:30.000000,2021-12-14 18:04:25.000000,2021-11-06 05:27:01.000000,493.0,23.0,130.0,40.0,30.0,69.0,2995.0,2021-10-19 01:28:57.000000,2.1.0,21.0,1.0,25.0,conda-forge/alive-progress,,alive-progress,588.0,539.0,https://pypi.org/project/alive-progress,2021-10-19 01:28:57.000000,49.0,21242.0,21751.0,https://anaconda.org/conda-forge/alive-progress,2021-01-08 03:33:35.990000,11726.0,3.0,,,,,,,,,,,,,,,,,,,
137,pytest-benchmark,https://github.com/ionelmc/pytest-benchmark,,py.test fixture for benchmarking code.,testing,26,True,ionelmc/pytest-benchmark,https://github.com/ionelmc/pytest-benchmark,BSD-2-Clause,2014-10-10 10:55:33.000000,2021-12-15 15:32:37.134000,2021-06-14 13:01:06.000000,986.0,,92.0,17.0,61.0,78.0,842.0,2021-04-17 19:47:26.000000,3.4.1,42.0,34.0,78.0,conda-forge/pytest-benchmark,['pytest'],pytest-benchmark,3026.0,2470.0,https://pypi.org/project/pytest-benchmark,2021-04-17 19:47:26.000000,556.0,297434.0,313767.0,https://anaconda.org/conda-forge/pytest-benchmark,2021-04-18 21:19:04.860000,1143378.0,3.0,,,,,,,,,,,,,,,,,,,
138,asv,https://github.com/airspeed-velocity/asv,,Airspeed Velocity: A simple Python benchmarking tool with web-based reporting.,testing,26,True,airspeed-velocity/asv,https://github.com/airspeed-velocity/asv,BSD-3-Clause,2013-11-07 20:43:31.000000,2021-12-11 11:48:01.000000,2021-08-15 10:06:12.000000,1894.0,,132.0,18.0,567.0,301.0,624.0,2020-05-16 12:35:26.000000,0.4.2,16.0,55.0,114.0,conda-forge/asv,,asv,283.0,220.0,https://pypi.org/project/asv,2020-05-16 12:33:41.000000,63.0,26779.0,36094.0,https://anaconda.org/conda-forge/asv,2021-11-08 20:30:28.394000,558957.0,3.0,,,,,,,,,,,,,,,,,,,
139,pytest-watch,https://github.com/joeyespo/pytest-watch,,Local continuous test runner with pytest and watchdog.,testing,26,False,joeyespo/pytest-watch,https://github.com/joeyespo/pytest-watch,MIT,2015-01-12 02:08:20.000000,2021-12-08 10:01:20.000000,2019-06-15 20:36:43.000000,183.0,,50.0,12.0,48.0,42.0,617.0,2018-05-20 19:52:16.000000,4.2.0,17.0,16.0,39.0,conda-forge/pytest-watch,['pytest'],pytest-watch,3835.0,3261.0,https://pypi.org/project/pytest-watch,2018-05-20 19:52:16.000000,574.0,217645.0,218764.0,https://anaconda.org/conda-forge/pytest-watch,2021-08-21 18:28:52.305000,53724.0,3.0,,,,,,,,,,,,,,,,,,,
140,autoflake,https://github.com/myint/autoflake,,Removes unused imports and unused variables as reported by pyflakes.,refactoring,26,False,myint/autoflake,https://github.com/myint/autoflake,MIT,2012-12-27 03:40:17.000000,2021-09-01 03:13:36.000000,2020-12-27 17:36:40.000000,439.0,,51.0,10.0,36.0,33.0,467.0,2019-08-04 15:14:24.000000,1.3.1,36.0,17.0,33.0,conda-forge/autoflake,,autoflake,4088.0,3589.0,https://pypi.org/project/autoflake,2019-08-04 15:14:24.000000,499.0,530665.0,537864.0,https://anaconda.org/conda-forge/autoflake,2021-05-26 15:10:21.374000,237578.0,2.0,,,,,,,,,,,,,,,,,,,
141,python-coloredlogs,https://github.com/xolox/python-coloredlogs,,Colored terminal output for Pythons logging module.,logging,26,True,xolox/python-coloredlogs,https://github.com/xolox/python-coloredlogs,MIT,2013-05-30 18:57:12.000000,2021-06-11 10:22:42.000000,2021-06-11 10:22:09.000000,273.0,,37.0,7.0,34.0,49.0,447.0,2021-06-11 10:22:42.000000,15.0.1,63.0,16.0,25.0,,,coloredlogs,11730.0,9996.0,https://pypi.org/project/coloredlogs,2021-06-11 10:22:42.000000,1734.0,1786875.0,1786875.0,,,,3.0,,,,,,,,,,,,,,,,,,,
142,py2exe,https://github.com/py2exe/py2exe,,A distutils extension to create standalone Windows programs from Python code.,packaging,26,True,py2exe/py2exe,https://github.com/py2exe/py2exe,MIT,2019-03-11 13:16:35.000000,2022-01-09 21:22:22.000000,2021-11-16 21:13:22.000000,1005.0,30.0,44.0,15.0,24.0,91.0,346.0,2021-12-15 13:42:30.109000,0.6.6,19.0,14.0,5.0,,,py2exe,1548.0,1372.0,https://pypi.org/project/py2exe,2021-12-15 13:42:30.109000,176.0,20675.0,20886.0,,,,3.0,,7205.0,,,,,,,,,,,,,,,,,
143,flake8-comprehensions,https://github.com/adamchainz/flake8-comprehensions,,A flake8 plugin to help you write better list/set/dict comprehensions.,linters,26,True,adamchainz/flake8-comprehensions,https://github.com/adamchainz/flake8-comprehensions,MIT,2016-04-05 12:15:56.000000,2022-01-11 10:23:50.000000,2022-01-11 10:23:49.000000,407.0,30.0,16.0,5.0,358.0,34.0,323.0,2022-01-10 17:10:08.000000,3.8.0,31.0,12.0,8.0,conda-forge/flake8-comprehensions,['flake8'],flake8-comprehensions,528.0,,https://pypi.org/project/flake8-comprehensions,2022-01-10 17:10:08.000000,528.0,472727.0,480542.0,https://anaconda.org/conda-forge/flake8-comprehensions,2022-01-10 21:45:55.529000,484553.0,3.0,,,,,,,,,,,,,,,,,,,
144,pytest-mypy,https://github.com/dbader/pytest-mypy,,Mypy static type checker plugin for Pytest.,testing,26,True,dbader/pytest-mypy,https://github.com/dbader/pytest-mypy,MIT,2016-09-29 14:39:23.000000,2021-12-12 11:01:59.000000,2021-06-16 15:01:08.000000,222.0,,33.0,7.0,79.0,38.0,195.0,2021-03-21 15:51:09.000000,0.8.1,17.0,15.0,9.0,conda-forge/pytest-mypy,['pytest'],pytest-mypy,1727.0,1444.0,https://pypi.org/project/pytest-mypy,2021-03-21 15:51:09.000000,283.0,491389.0,492222.0,https://anaconda.org/conda-forge/pytest-mypy,2020-11-24 14:50:18.057000,19177.0,3.0,,,,,,,,,,,,,,,,,,,
145,py2app,https://github.com/ronaldoussoren/py2app,,py2app is a Python setuptools command which will allow you to make standalone Mac OS X application bundles and plugins..,packaging,26,True,ronaldoussoren/py2app,https://github.com/ronaldoussoren/py2app,MIT,2020-01-14 11:27:41.000000,2022-01-06 12:11:00.000000,2022-01-06 12:11:00.000000,697.0,1.0,18.0,12.0,16.0,271.0,166.0,2021-09-27 15:32:37.000000,0.26.1,42.0,27.0,107.0,,,py2app,4710.0,3884.0,https://pypi.org/project/py2app,2021-09-27 15:32:37.000000,826.0,13425.0,13425.0,,,,3.0,,,,,,,,,,,,,,,,,,,
146,flake8-isort,https://github.com/gforcada/flake8-isort,,flake8 plugin that integrates isort.,linters,26,True,gforcada/flake8-isort,https://github.com/gforcada/flake8-isort,GPL-2.0,2015-09-12 19:25:34.000000,2021-12-03 11:26:42.000000,2021-12-03 11:26:42.000000,274.0,2.0,40.0,6.0,61.0,40.0,114.0,2021-10-14 11:43:49.000000,4.1.1,33.0,30.0,13.0,conda-forge/flake8-isort,['flake8'],flake8-isort,5035.0,4446.0,https://pypi.org/project/flake8-isort,2021-10-14 11:43:49.000000,589.0,457942.0,458486.0,https://anaconda.org/conda-forge/flake8-isort,2021-10-14 14:17:41.684000,14713.0,3.0,,,,,,,,,,,,,,,,,,,
147,vulture,https://github.com/jendrikseipp/vulture,,Find dead Python code.,refactoring,25,True,jendrikseipp/vulture,https://github.com/jendrikseipp/vulture,MIT,2016-08-11 15:39:58.647000,2022-01-03 17:23:29.000000,2022-01-03 17:23:29.000000,683.0,2.0,93.0,18.0,118.0,138.0,1988.0,2021-01-16 17:51:40.000000,2.3,42.0,30.0,15.0,conda-forge/vulture,,vulture,1579.0,1362.0,https://pypi.org/project/vulture,2021-01-16 17:49:50.000000,217.0,183762.0,184545.0,https://anaconda.org/conda-forge/vulture,2020-08-11 23:14:02.062000,50959.0,2.0,,,,,,,,,,,,,,,,,,,
148,dephell,https://github.com/dephell/dephell,,"Python project management. Manage packages: convert between formats, lock, install, resolve, isolate, test, build..",dependency-managers,25,True,dephell/dephell,https://github.com/dephell/dephell,MIT,2018-08-31 17:39:18.000000,2021-01-11 21:31:40.000000,2021-01-11 21:31:39.000000,2145.0,,106.0,23.0,221.0,161.0,1731.0,2020-04-28 06:31:17.000000,.0.8.3,30.0,37.0,108.0,,,dephell,345.0,333.0,https://pypi.org/project/dephell,2020-04-28 06:29:24.000000,12.0,4684.0,4689.0,,,,3.0,,167.0,,,,,,,,,,,,,,,,,
149,pdbpp,https://github.com/pdbpp/pdbpp,,"pdb++, a drop-in replacement for pdb (the Python debugger).",debugging,25,True,pdbpp/pdbpp,https://github.com/pdbpp/pdbpp,BSD-3-Clause,2017-06-11 13:42:16.000000,2021-12-04 10:32:13.000000,2021-11-27 18:29:02.000000,698.0,1.0,46.0,17.0,301.0,116.0,843.0,2021-07-09 22:22:20.000000,0.10.3,26.0,40.0,64.0,conda-forge/pdbpp,,pdbpp,3082.0,2490.0,https://pypi.org/project/pdbpp,2021-07-09 22:22:20.000000,592.0,177369.0,178641.0,https://anaconda.org/conda-forge/pdbpp,2021-07-11 15:21:48.419000,67462.0,3.0,,,,,,,,,,,,,,,,,,,
150,python-hunter,https://github.com/ionelmc/python-hunter,,Hunter is a flexible code tracing toolkit.,debugging,25,True,ionelmc/python-hunter,https://github.com/ionelmc/python-hunter,BSD-2-Clause,2015-03-16 18:03:16.000000,2021-12-15 20:38:09.000000,2021-12-15 17:43:12.000000,1026.0,67.0,36.0,13.0,21.0,50.0,657.0,2021-12-15 20:36:30.000000,3.4.3,49.0,9.0,37.0,,,hunter,99.0,78.0,https://pypi.org/project/hunter,2021-12-15 20:36:30.000000,21.0,9364.0,9364.0,,,,3.0,,,,,,,,,,,,,,,,,,,
151,redbaron,https://github.com/PyCQA/redbaron,,Bottom-up approach to refactoring in python.,refactoring,25,True,pycqa/redbaron,https://github.com/PyCQA/redbaron,LGPL-3.0+,2014-03-23 05:34:39.000000,2021-12-09 03:12:39.000000,2021-12-09 03:12:36.000000,1672.0,3.0,67.0,28.0,105.0,46.0,624.0,2019-03-17 19:03:54.000000,0.9.2,15.0,34.0,80.0,,,redbaron,459.0,343.0,https://pypi.org/project/redbaron,2019-03-17 18:59:01.000000,116.0,24347.0,24347.0,,,,2.0,,,,,,,,,,,,,,,,,,,
152,Mamba Test Runner,https://github.com/nestorsalceda/mamba,,The definitive testing tool for Python. Born under the banner of Behavior Driven Development (BDD).,testing,25,False,nestorsalceda/mamba,https://github.com/nestorsalceda/mamba,MIT,2013-03-12 18:53:42.000000,2021-12-09 22:04:56.000000,2020-11-16 12:31:58.000000,468.0,,63.0,23.0,84.0,52.0,483.0,2020-11-16 12:36:24.000000,0.11.2,21.0,22.0,45.0,,,mamba,516.0,398.0,https://pypi.org/project/mamba,2020-11-16 12:35:41.000000,118.0,23150.0,23150.0,,,,3.0,,,,,,,,,,,,,,,,,,,
153,pytest-randomly,https://github.com/pytest-dev/pytest-randomly,,Pytest plugin to randomly order tests and control random.seed.,testing,25,True,pytest-dev/pytest-randomly,https://github.com/pytest-dev/pytest-randomly,MIT,2016-04-08 15:48:10.000000,2022-01-10 23:34:38.000000,2022-01-10 23:34:37.000000,442.0,42.0,22.0,3.0,392.0,42.0,392.0,2022-01-10 17:14:34.000000,3.11.0,29.0,16.0,6.0,,,pytest-randomly,178.0,,https://pypi.org/project/pytest-randomly,2022-01-10 17:14:34.000000,178.0,334312.0,334312.0,,,,3.0,,,,,,,,,,,,,,,,,,,
154,interrogate,https://github.com/econchick/interrogate,,Explain yourself! Interrogate a codebase for docstring coverage.,documentation,25,True,econchick/interrogate,https://github.com/econchick/interrogate,MIT,2020-04-24 02:33:25.000000,2022-01-03 07:09:36.000000,2021-12-27 17:39:09.000000,174.0,2.0,26.0,4.0,69.0,23.0,332.0,2021-09-10 23:05:20.000000,1.5.0,14.0,12.0,8.0,,,interrogate,1284.0,1249.0,https://pypi.org/project/interrogate,2021-09-10 23:05:20.000000,35.0,66815.0,66815.0,,,,3.0,,,,,,,,,,,,,,,,,,,
155,baron,https://github.com/PyCQA/baron,,"IDE allow you to refactor code, Baron allows you to write refactoring code.",refactoring,25,True,PyCQA/baron,https://github.com/PyCQA/baron,LGPL-3.0,2013-03-21 12:19:00.000000,2021-12-09 03:34:37.000000,2021-12-09 03:33:22.000000,1505.0,9.0,52.0,14.0,100.0,29.0,266.0,2021-12-09 03:33:32.000000,0.10.1,21.0,33.0,46.0,,,baron,250.0,191.0,https://pypi.org/project/baron,2021-12-09 03:33:32.000000,59.0,25469.0,25469.0,,,,2.0,,,,,,,,,,,,,,,,,,,
156,flake8-quotes,https://github.com/zheller/flake8-quotes,,Flake8 extension for checking quotes in python.,linters,25,True,zheller/flake8-quotes,https://github.com/zheller/flake8-quotes,MIT,2014-03-10 00:05:08.000000,2021-12-15 15:00:09.741000,2021-10-19 07:06:59.000000,104.0,2.0,33.0,3.0,61.0,40.0,135.0,2021-10-19 07:07:05.000000,3.3.1,40.0,30.0,3.0,conda-forge/flake8-quotes,['flake8'],flake8-quotes,4951.0,4127.0,https://pypi.org/project/flake8-quotes,2021-12-15 15:00:09.741000,824.0,409763.0,418905.0,https://anaconda.org/conda-forge/flake8-quotes,2021-10-19 22:36:39.426000,585100.0,3.0,,,,,,,,,,,,,,,,,,,
157,icecream,https://github.com/gruns/icecream,,Never use print() to debug again.,debugging,24,True,gruns/icecream,https://github.com/gruns/icecream,MIT,2018-02-13 18:56:12.000000,2021-12-18 12:23:07.000000,2021-08-31 15:45:26.000000,213.0,,114.0,50.0,32.0,60.0,5648.0,2021-06-22 20:52:25.000000,2.1.1,15.0,16.0,26.0,,,icecream,30.0,,https://pypi.org/project/icecream,2021-06-22 20:47:50.000000,30.0,106129.0,106129.0,,,,3.0,,,,,,,,,,,,,,,,,,,
158,rebound,https://github.com/shobrook/rebound,,Command-line tool that instantly fetches Stack Overflow results when an exception is thrown.,logging,24,True,shobrook/rebound,https://github.com/shobrook/rebound,MIT,2017-05-29 17:11:25.872000,2022-01-12 17:28:16.364000,2021-01-04 03:14:37.000000,166.0,,357.0,78.0,39.0,38.0,3778.0,2022-01-12 15:03:09.000000,3.19.0,174.0,16.0,20.0,conda-forge/rebound,,rebound,38.0,22.0,https://pypi.org/project/rebound,2022-01-12 15:03:09.000000,16.0,1764.0,4715.0,https://anaconda.org/conda-forge/rebound,2022-01-12 17:28:16.364000,165133.0,3.0,,175.0,,,,,,,,,,,,,,,,,
159,MonkeyType,https://github.com/Instagram/MonkeyType,,A Python library that generates static type annotations by collecting runtime types.,refactoring,24,True,Instagram/MonkeyType,https://github.com/Instagram/MonkeyType,BSD-3-Clause,2017-07-11 00:19:00.000000,2021-10-03 07:01:51.000000,2021-09-15 00:20:06.000000,289.0,,129.0,50.0,105.0,112.0,3639.0,2021-05-21 22:24:36.000000,21.5.0,21.0,37.0,37.0,conda-forge/monkeytype,,monkeytype,182.0,159.0,https://pypi.org/project/monkeytype,2021-05-21 22:24:36.000000,23.0,24806.0,25590.0,https://anaconda.org/conda-forge/monkeytype,2021-05-22 12:13:35.937000,37674.0,3.0,,,,,,,,,,,,,,,,,,,
160,PyOxidizer,https://github.com/indygreg/PyOxidizer,,A modern Python application packaging and distribution tool.,packaging,24,True,indygreg/PyOxidizer,https://github.com/indygreg/PyOxidizer,MPL-2.0,2018-12-18 23:32:13.000000,2022-01-11 20:48:23.000000,2022-01-10 05:04:37.000000,5263.0,446.0,135.0,55.0,87.0,166.0,3422.0,2021-10-26 00:49:29.000000,pyoxidizer/0.18.0,10.0,37.0,254.0,,,,,,,,,,60.0,,,,3.0,,1457.0,,,,,,,,,,,,,,,,,
161,shiv,https://github.com/linkedin/shiv,,"shiv is a command line utility for building fully self contained Python zipapps as outlined in PEP 441, but with all..",packaging,24,True,linkedin/shiv,https://github.com/linkedin/shiv,BSD-2-Clause,2018-03-13 18:46:23.000000,2021-11-18 17:19:55.000000,2021-11-18 16:53:47.000000,194.0,4.0,75.0,29.0,103.0,70.0,1348.0,2021-11-18 17:19:55.000000,1.0.0,57.0,34.0,33.0,,,shiv,12.0,,https://pypi.org/project/shiv,2021-11-18 17:12:31.000000,12.0,4946.0,4951.0,,,,3.0,,158.0,,,,,,,,,,,,,,,,,
162,paver,https://github.com/paver/paver,,Python-based project scripting.,build-tools,24,True,paver/paver,https://github.com/paver/paver,BSD-3-Clause,2010-11-11 09:43:52.000000,2021-06-21 14:55:20.000000,2021-06-21 14:55:20.000000,534.0,,78.0,14.0,84.0,93.0,446.0,2017-12-31 01:13:41.000000,1.3.4,28.0,45.0,37.0,conda-forge/paver,,paver,961.0,,https://pypi.org/project/paver,2017-12-31 01:13:41.000000,961.0,37141.0,37522.0,https://anaconda.org/conda-forge/paver,2018-07-24 12:48:36.122000,23681.0,3.0,,,,,,,,,,,,,,,,,,,
163,sphinx-autobuild,https://github.com/executablebooks/sphinx-autobuild,,Watch a Sphinx directory and rebuild the documentation when a change is detected. Also includes a livereload enabled..,documentation,24,True,executablebooks/sphinx-autobuild,https://github.com/executablebooks/sphinx-autobuild,MIT,2013-12-25 17:09:56.000000,2021-06-24 02:56:51.000000,2021-03-14 13:43:08.000000,285.0,,51.0,12.0,54.0,44.0,371.0,2021-03-14 13:46:47.000000,2021.3.14,15.0,17.0,14.0,conda-forge/sphinx-autobuild,['sphinx'],sphinx-autobuild,2586.0,,https://pypi.org/project/sphinx-autobuild,2021-03-14 13:46:47.000000,2586.0,180609.0,182012.0,https://anaconda.org/conda-forge/sphinx-autobuild,2021-03-14 17:15:24.297000,79997.0,3.0,,,,,,,,,,,,,,,,,,,
164,flake8-import-order,https://github.com/PyCQA/flake8-import-order,,Flake8 plugin that checks import order against various Python Style Guides.,linters,24,False,PyCQA/flake8-import-order,https://github.com/PyCQA/flake8-import-order,LGPL-3.0,2014-03-16 12:46:09.000000,2021-03-12 04:22:24.000000,2020-08-04 12:21:12.000000,274.0,,61.0,9.0,87.0,85.0,252.0,2019-03-04 08:39:11.000000,0.18.1,34.0,40.0,13.0,conda-forge/flake8-import-order,['flake8'],flake8-import-order,1138.0,,https://pypi.org/project/flake8-import-order,2019-03-04 08:39:11.000000,1138.0,283351.0,286637.0,https://anaconda.org/conda-forge/flake8-import-order,2019-03-06 03:48:48.199000,203762.0,3.0,,,,,,,,,,,,,,,,,,,
165,docformatter,https://github.com/myint/docformatter,,Formats docstrings to follow PEP 257.,formatters,24,False,myint/docformatter,https://github.com/myint/docformatter,MIT,2012-05-26 21:40:48.000000,2021-08-19 05:41:14.000000,2020-12-27 18:10:35.000000,441.0,,34.0,10.0,33.0,22.0,243.0,2019-11-10 16:23:03.000000,1.3.1,48.0,15.0,27.0,,,docformatter,894.0,805.0,https://pypi.org/project/docformatter,2020-12-27 18:11:12.000000,89.0,70937.0,70937.0,,,,3.0,,,,,,,,,,,,,,,,,,,
